subject ID,age (months),gender,list,trial_number,trial_object,trial_modifier,intonation,modifier_type,probe_type,response
AP_04,70,M,C,35,solution,partial,sarcastic,–grad–subj,mean,0
AP_04,70,M,C,36,solution,partial,sarcastic,–grad–subj,nice,1
AP_04,70,M,C,37,novel,easy,declarative,grad+subj+pos,approve,1
AP_04,70,M,C,38,novel,easy,declarative,grad+subj+pos,mean,0
AP_04,70,M,C,39,novel,easy,declarative,grad+subj+pos,nice,5
AP_04,70,M,C,40,video,witty,sarcastic,grad+subj+pos,approve,1
AP_04,70,M,C,41,video,witty,sarcastic,grad+subj+pos,mean,0
AP_04,70,M,C,42,video,witty,sarcastic,grad+subj+pos,nice,5
AP_05,82,M,C,1,book,n/a,declarative,training1 neg,approve,0
AP_05,82,M,C,2,book,n/a,declarative,training1 neg,mean,1
AP_05,82,M,C,3,book,n/a,declarative,training1 neg,nice,5
AP_05,82,M,C,4,recital,n/a,declarative,training2 pos,approve,1
AP_05,82,M,C,5,recital,n/a,declarative,training2 pos,mean,1
AP_05,82,M,C,6,recital,n/a,declarative,training2 pos,nice,5
AP_05,82,M,C,7,cake,yucky,declarative,grad+subj+neg,approve,0
AP_05,82,M,C,8,cake,yucky,declarative,grad+subj+neg,mean,1
AP_05,82,M,C,9,cake,yucky,declarative,grad+subj+neg,nice,1
AP_05,82,M,C,10,gift,awful,sarcastic,grad+subj+neg,approve,0
AP_05,82,M,C,11,gift,awful,sarcastic,grad+subj+neg,mean,1
AP_05,82,M,C,12,gift,awful,sarcastic,grad+subj+neg,nice,1
AP_05,82,M,C,13,bouquet,floral,declarative,–grad–subj,approve,N/A
AP_05,82,M,C,14,bouquet,floral,declarative,–grad–subj,mean,1
AP_05,82,M,C,15,bouquet,floral,declarative,–grad–subj,nice,4
AP_05,82,M,C,16,question,review,sarcastic,–grad–subj,approve,0
AP_05,82,M,C,17,question,review,sarcastic,–grad–subj,mean,N/A
AP_05,82,M,C,18,question,review,sarcastic,–grad–subj,nice,3
AP_05,82,M,C,19,dish,tasty,declarative,grad+subj+pos,approve,1
AP_05,82,M,C,20,dish,tasty,declarative,grad+subj+pos,mean,1
AP_05,82,M,C,21,dish,tasty,declarative,grad+subj+pos,nice,4
AP_05,82,M,C,22,shirt,lovely,sarcastic,grad+subj+pos,approve,1
AP_05,82,M,C,23,shirt,lovely,sarcastic,grad+subj+pos,mean,1
AP_05,82,M,C,24,shirt,lovely,sarcastic,grad+subj+pos,nice,4
AP_05,82,M,C,25,story,boring,declarative,grad+subj+neg,approve,0
AP_05,82,M,C,26,story,boring,declarative,grad+subj+neg,mean,1
AP_05,82,M,C,27,story,boring,declarative,grad+subj+neg,nice,2
AP_05,82,M,C,28,tool,useless,sarcastic,grad+subj+neg,approve,0
AP_05,82,M,C,29,tool,useless,sarcastic,grad+subj+neg,mean,1
AP_05,82,M,C,30,tool,useless,sarcastic,grad+subj+neg,nice,1
AP_05,82,M,C,31,hole,half-inch,declarative,–grad–subj,approve,N/A
AP_05,82,M,C,32,hole,half-inch,declarative,–grad–subj,mean,1
AP_05,82,M,C,33,hole,half-inch,declarative,–grad–subj,nice,N/A
AP_05,82,M,C,34,solution,partial,sarcastic,–grad–subj,approve,N/A
AP_05,82,M,C,35,solution,partial,sarcastic,–grad–subj,mean,1
AP_05,82,M,C,36,solution,partial,sarcastic,–grad–subj,nice,N/A
AP_05,82,M,C,37,novel,easy,declarative,grad+subj+pos,approve,N/A
AP_05,82,M,C,38,novel,easy,declarative,grad+subj+pos,mean,1
AP_05,82,M,C,39,novel,easy,declarative,grad+subj+pos,nice,N/A
AP_05,82,M,C,40,video,witty,sarcastic,grad+subj+pos,approve,0
AP_05,82,M,C,41,video,witty,sarcastic,grad+subj+pos,mean,N/A
AP_05,82,M,C,42,video,witty,sarcastic,grad+subj+pos,nice,N/A
AP_11,66,F,D,1,book,n/a,declarative,training1 neg,approve,0
AP_11,66,F,D,2,book,n/a,declarative,training1 neg,mean,1
AP_11,66,F,D,3,book,n/a,declarative,training1 neg,nice,2
AP_11,66,F,D,4,recital,n/a,declarative,training2 pos,approve,1
AP_11,66,F,D,5,recital,n/a,declarative,training2 pos,mean,1
AP_11,66,F,D,6,recital,n/a,declarative,training2 pos,nice,5
AP_11,66,F,D,7,cake,yucky,sarcastic,grad+subj+neg,approve,0
AP_11,66,F,D,8,cake,yucky,sarcastic,grad+subj+neg,mean,1
AP_11,66,F,D,9,cake,yucky,sarcastic,grad+subj+neg,nice,1
AP_11,66,F,D,10,gift,birthday,declarative,–grad–subj,approve,1
AP_11,66,F,D,11,gift,birthday,declarative,–grad–subj,mean,1
AP_11,66,F,D,12,gift,birthday,declarative,–grad–subj,nice,5
AP_11,66,F,D,13,bouquet,floral,sarcastic,–grad–subj,approve,0
AP_11,66,F,D,14,bouquet,floral,sarcastic,–grad–subj,mean,1
AP_11,66,F,D,15,bouquet,floral,sarcastic,–grad–subj,nice,2
AP_11,66,F,D,16,question,clever,declarative,grad+subj+pos,approve,1
AP_11,66,F,D,17,question,clever,declarative,grad+subj+pos,mean,1
AP_11,66,F,D,18,question,clever,declarative,grad+subj+pos,nice,5
AP_11,66,F,D,19,dish,tasty,sarcastic,grad+subj+pos,approve,1
AP_11,66,F,D,20,dish,tasty,sarcastic,grad+subj+pos,mean,1
AP_11,66,F,D,21,dish,tasty,sarcastic,grad+subj+pos,nice,5
AP_11,66,F,D,22,shirt,ugly,declarative,grad+subj+neg,approve,0
AP_11,66,F,D,23,shirt,ugly,declarative,grad+subj+neg,mean,1
AP_11,66,F,D,24,shirt,ugly,declarative,grad+subj+neg,nice,1
AP_11,66,F,D,25,story,boring,sarcastic,grad+subj+neg,approve,0
AP_11,66,F,D,26,story,boring,sarcastic,grad+subj+neg,mean,1
AP_11,66,F,D,27,story,boring,sarcastic,grad+subj+neg,nice,1
AP_11,66,F,D,28,tool,wooden,declarative,–grad–subj,approve,0
AP_11,66,F,D,29,tool,wooden,declarative,–grad–subj,mean,1
AP_11,66,F,D,30,tool,wooden,declarative,–grad–subj,nice,1
AP_11,66,F,D,31,hole,half-inch,sarcastic,–grad–subj,approve,0
AP_11,66,F,D,32,hole,half-inch,sarcastic,–grad–subj,mean,1
AP_11,66,F,D,33,hole,half-inch,sarcastic,–grad–subj,nice,1
AP_11,66,F,D,34,solution,helpful,declarative,grad+subj+pos,approve,1
AP_11,66,F,D,35,solution,helpful,declarative,grad+subj+pos,mean,1
AP_11,66,F,D,36,solution,helpful,declarative,grad+subj+pos,nice,5
AP_11,66,F,D,37,novel,easy,sarcastic,grad+subj+pos,approve,0
AP_11,66,F,D,38,novel,easy,sarcastic,grad+subj+pos,mean,1
AP_11,66,F,D,39,novel,easy,sarcastic,grad+subj+pos,nice,1
AP_11,66,F,D,40,video,foolish,declarative,grad+subj+neg,approve,0
AP_11,66,F,D,41,video,foolish,declarative,grad+subj+neg,mean,1
AP_11,66,F,D,42,video,foolish,declarative,grad+subj+neg,nice,1
AP_16,69,M,C,1,book,n/a,declarative,training1 neg,approve,0
AP_16,69,M,C,2,book,n/a,declarative,training1 neg,mean,1
AP_16,69,M,C,3,book,n/a,declarative,training1 neg,nice,4
AP_16,69,M,C,4,recital,n/a,declarative,training2 pos,approve,1
AP_16,69,M,C,5,recital,n/a,declarative,training2 pos,mean,1
AP_16,69,M,C,6,recital,n/a,declarative,training2 pos,nice,5
AP_16,69,M,C,7,cake,yucky,declarative,grad+subj+neg,approve,0
AP_16,69,M,C,8,cake,yucky,declarative,grad+subj+neg,mean,1
AP_16,69,M,C,9,cake,yucky,declarative,grad+subj+neg,nice,5
AP_16,69,M,C,10,gift,awful,sarcastic,grad+subj+neg,approve,0
AP_16,69,M,C,11,gift,awful,sarcastic,grad+subj+neg,mean,1
AP_16,69,M,C,12,gift,awful,sarcastic,grad+subj+neg,nice,4
AP_16,69,M,C,13,bouquet,floral,declarative,–grad–subj,approve,1
AP_16,69,M,C,14,bouquet,floral,declarative,–grad–subj,mean,1
AP_16,69,M,C,15,bouquet,floral,declarative,–grad–subj,nice,5
AP_16,69,M,C,16,question,review,sarcastic,–grad–subj,approve,0
AP_16,69,M,C,17,question,review,sarcastic,–grad–subj,mean,1
AP_16,69,M,C,18,question,review,sarcastic,–grad–subj,nice,4
AP_16,69,M,C,19,dish,tasty,declarative,grad+subj+pos,approve,1
AP_16,69,M,C,20,dish,tasty,declarative,grad+subj+pos,mean,1
AP_16,69,M,C,21,dish,tasty,declarative,grad+subj+pos,nice,5
AP_16,69,M,C,22,shirt,lovely,sarcastic,grad+subj+pos,approve,1
AP_16,69,M,C,23,shirt,lovely,sarcastic,grad+subj+pos,mean,1
AP_16,69,M,C,24,shirt,lovely,sarcastic,grad+subj+pos,nice,5
AP_16,69,M,C,25,story,boring,declarative,grad+subj+neg,approve,0
AP_16,69,M,C,26,story,boring,declarative,grad+subj+neg,mean,1
AP_16,69,M,C,27,story,boring,declarative,grad+subj+neg,nice,5
AP_16,69,M,C,28,tool,useless,sarcastic,grad+subj+neg,approve,0
AP_16,69,M,C,29,tool,useless,sarcastic,grad+subj+neg,mean,1
AP_16,69,M,C,30,tool,useless,sarcastic,grad+subj+neg,nice,5
AP_16,69,M,C,31,hole,half-inch,declarative,–grad–subj,approve,0
AP_16,69,M,C,32,hole,half-inch,declarative,–grad–subj,mean,1
AP_16,69,M,C,33,hole,half-inch,declarative,–grad–subj,nice,5
AP_16,69,M,C,34,solution,partial,sarcastic,–grad–subj,approve,0
AP_16,69,M,C,35,solution,partial,sarcastic,–grad–subj,mean,1
AP_16,69,M,C,36,solution,partial,sarcastic,–grad–subj,nice,5
AP_16,69,M,C,37,novel,easy,declarative,grad+subj+pos,approve,0
AP_16,69,M,C,38,novel,easy,declarative,grad+subj+pos,mean,1
AP_16,69,M,C,39,novel,easy,declarative,grad+subj+pos,nice,5
AP_16,69,M,C,40,video,witty,sarcastic,grad+subj+pos,approve,0
AP_16,69,M,C,41,video,witty,sarcastic,grad+subj+pos,mean,1
AP_16,69,M,C,42,video,witty,sarcastic,grad+subj+pos,nice,5
AP_06,61,F,D,1,book,n/a,declarative,training1 neg,approve,0
AP_06,61,F,D,2,book,n/a,declarative,training1 neg,mean,1
AP_06,61,F,D,3,book,n/a,declarative,training1 neg,nice,1
AP_06,61,F,D,4,recital,n/a,declarative,training2 pos,approve,1
AP_06,61,F,D,5,recital,n/a,declarative,training2 pos,mean,1
AP_06,61,F,D,6,recital,n/a,declarative,training2 pos,nice,3
AP_06,61,F,D,7,cake,yucky,sarcastic,grad+subj+neg,approve,0
AP_06,61,F,D,8,cake,yucky,sarcastic,grad+subj+neg,mean,0
AP_06,61,F,D,9,cake,yucky,sarcastic,grad+subj+neg,nice,2
AP_06,61,F,D,10,gift,birthday,declarative,–grad–subj,approve,N/A
AP_06,61,F,D,11,gift,birthday,declarative,–grad–subj,mean,0
AP_06,61,F,D,12,gift,birthday,declarative,–grad–subj,nice,3
AP_06,61,F,D,13,bouquet,floral,sarcastic,–grad–subj,approve,N/A
AP_06,61,F,D,14,bouquet,floral,sarcastic,–grad–subj,mean,1
AP_06,61,F,D,15,bouquet,floral,sarcastic,–grad–subj,nice,5
AP_06,61,F,D,16,question,clever,declarative,grad+subj+pos,approve,1
AP_06,61,F,D,17,question,clever,declarative,grad+subj+pos,mean,0
AP_06,61,F,D,18,question,clever,declarative,grad+subj+pos,nice,3
AP_06,61,F,D,19,dish,tasty,sarcastic,grad+subj+pos,approve,1
AP_06,61,F,D,20,dish,tasty,sarcastic,grad+subj+pos,mean,1
AP_06,61,F,D,21,dish,tasty,sarcastic,grad+subj+pos,nice,5
AP_06,61,F,D,22,shirt,ugly,declarative,grad+subj+neg,approve,0
AP_06,61,F,D,23,shirt,ugly,declarative,grad+subj+neg,mean,0
AP_06,61,F,D,24,shirt,ugly,declarative,grad+subj+neg,nice,5
AP_06,61,F,D,25,story,boring,sarcastic,grad+subj+neg,approve,0
AP_06,61,F,D,26,story,boring,sarcastic,grad+subj+neg,mean,0
AP_06,61,F,D,27,story,boring,sarcastic,grad+subj+neg,nice,5
AP_06,61,F,D,28,tool,wooden,declarative,–grad–subj,approve,N/A
AP_06,61,F,D,29,tool,wooden,declarative,–grad–subj,mean,0
AP_06,61,F,D,30,tool,wooden,declarative,–grad–subj,nice,5
AP_06,61,F,D,31,hole,half-inch,sarcastic,–grad–subj,approve,0
AP_06,61,F,D,32,hole,half-inch,sarcastic,–grad–subj,mean,0
AP_06,61,F,D,33,hole,half-inch,sarcastic,–grad–subj,nice,5
AP_06,61,F,D,34,solution,helpful,declarative,grad+subj+pos,approve,1
AP_06,61,F,D,35,solution,helpful,declarative,grad+subj+pos,mean,1
AP_06,61,F,D,36,solution,helpful,declarative,grad+subj+pos,nice,5
AP_06,61,F,D,37,novel,easy,sarcastic,grad+subj+pos,approve,0
AP_06,61,F,D,38,novel,easy,sarcastic,grad+subj+pos,mean,1
AP_06,61,F,D,39,novel,easy,sarcastic,grad+subj+pos,nice,5
AP_06,61,F,D,40,video,foolish,declarative,grad+subj+neg,approve,0
AP_06,61,F,D,41,video,foolish,declarative,grad+subj+neg,mean,1
AP_06,61,F,D,42,video,foolish,declarative,grad+subj+neg,nice,3
AP_12,71,F,E,1,book,n/a,declarative,training1 neg,approve,0
AP_12,71,F,E,2,book,n/a,declarative,training1 neg,mean,1
AP_12,71,F,E,3,book,n/a,declarative,training1 neg,nice,1
AP_12,71,F,E,4,recital,n/a,declarative,training2 pos,approve,1
AP_12,71,F,E,5,recital,n/a,declarative,training2 pos,mean,1
AP_12,71,F,E,6,recital,n/a,declarative,training2 pos,nice,5
AP_12,71,F,E,7,cake,lemon,declarative,–grad–subj,approve,1
AP_12,71,F,E,8,cake,lemon,declarative,–grad–subj,mean,1
AP_12,71,F,E,9,cake,lemon,declarative,–grad–subj,nice,5
AP_12,71,F,E,10,gift,birthday,sarcastic,–grad–subj,approve,1
AP_12,71,F,E,11,gift,birthday,sarcastic,–grad–subj,mean,1
AP_12,71,F,E,12,gift,birthday,sarcastic,–grad–subj,nice,5
AP_12,71,F,E,13,bouquet,pretty,declarative,grad+subj+pos,approve,1
AP_12,71,F,E,14,bouquet,pretty,declarative,grad+subj+pos,mean,1
AP_12,71,F,E,15,bouquet,pretty,declarative,grad+subj+pos,nice,5
AP_12,71,F,E,16,question,clever,sarcastic,grad+subj+pos,approve,1
AP_12,71,F,E,17,question,clever,sarcastic,grad+subj+pos,mean,1
AP_12,71,F,E,18,question,clever,sarcastic,grad+subj+pos,nice,5
AP_12,71,F,E,19,dish,nasty,declarative,grad+subj+neg,approve,1
AP_12,71,F,E,20,dish,nasty,declarative,grad+subj+neg,mean,1
AP_12,71,F,E,21,dish,nasty,declarative,grad+subj+neg,nice,5
AP_12,71,F,E,22,shirt,ugly,sarcastic,grad+subj+neg,approve,1
AP_12,71,F,E,23,shirt,ugly,sarcastic,grad+subj+neg,mean,1
AP_12,71,F,E,24,shirt,ugly,sarcastic,grad+subj+neg,nice,5
AP_12,71,F,E,25,story,bedtime,declarative,–grad–subj,approve,1
AP_12,71,F,E,26,story,bedtime,declarative,–grad–subj,mean,1
AP_12,71,F,E,27,story,bedtime,declarative,–grad–subj,nice,5
AP_12,71,F,E,28,tool,wooden,sarcastic,–grad–subj,approve,1
AP_12,71,F,E,29,tool,wooden,sarcastic,–grad–subj,mean,1
AP_12,71,F,E,30,tool,wooden,sarcastic,–grad–subj,nice,5
AP_12,71,F,E,31,hole,careful,declarative,grad+subj+pos,approve,1
AP_12,71,F,E,32,hole,careful,declarative,grad+subj+pos,mean,1
AP_12,71,F,E,33,hole,careful,declarative,grad+subj+pos,nice,5
AP_12,71,F,E,34,solution,helpful,sarcastic,grad+subj+pos,approve,1
AP_12,71,F,E,35,solution,helpful,sarcastic,grad+subj+pos,mean,1
AP_12,71,F,E,36,solution,helpful,sarcastic,grad+subj+pos,nice,5
AP_12,71,F,E,37,novel,tricky,declarative,grad+subj+neg,approve,1
AP_12,71,F,E,38,novel,tricky,declarative,grad+subj+neg,mean,1
AP_12,71,F,E,39,novel,tricky,declarative,grad+subj+neg,nice,5
AP_12,71,F,E,40,video,foolish,sarcastic,grad+subj+neg,approve,1
AP_12,71,F,E,41,video,foolish,sarcastic,grad+subj+neg,mean,1
AP_12,71,F,E,42,video,foolish,sarcastic,grad+subj+neg,nice,5
AP_17,78,M,D,1,book,n/a,declarative,training1 neg,approve,0
AP_17,78,M,D,2,book,n/a,declarative,training1 neg,mean,1
AP_17,78,M,D,3,book,n/a,declarative,training1 neg,nice,3
AP_17,78,M,D,4,recital,n/a,declarative,training2 pos,approve,1
AP_17,78,M,D,5,recital,n/a,declarative,training2 pos,mean,1
AP_17,78,M,D,6,recital,n/a,declarative,training2 pos,nice,5
AP_17,78,M,D,7,cake,yucky,sarcastic,grad+subj+neg,approve,0
AP_17,78,M,D,8,cake,yucky,sarcastic,grad+subj+neg,mean,1
AP_17,78,M,D,9,cake,yucky,sarcastic,grad+subj+neg,nice,1
AP_17,78,M,D,10,gift,birthday,declarative,–grad–subj,approve,1
AP_17,78,M,D,11,gift,birthday,declarative,–grad–subj,mean,1
AP_17,78,M,D,12,gift,birthday,declarative,–grad–subj,nice,4
AP_17,78,M,D,13,bouquet,floral,sarcastic,–grad–subj,approve,1
AP_17,78,M,D,14,bouquet,floral,sarcastic,–grad–subj,mean,1
AP_17,78,M,D,15,bouquet,floral,sarcastic,–grad–subj,nice,2
AP_17,78,M,D,16,question,clever,declarative,grad+subj+pos,approve,1
AP_17,78,M,D,17,question,clever,declarative,grad+subj+pos,mean,1
AP_17,78,M,D,18,question,clever,declarative,grad+subj+pos,nice,5
AP_17,78,M,D,19,dish,tasty,sarcastic,grad+subj+pos,approve,1
AP_17,78,M,D,20,dish,tasty,sarcastic,grad+subj+pos,mean,1
AP_17,78,M,D,21,dish,tasty,sarcastic,grad+subj+pos,nice,5
AP_17,78,M,D,22,shirt,ugly,declarative,grad+subj+neg,approve,0
AP_17,78,M,D,23,shirt,ugly,declarative,grad+subj+neg,mean,1
AP_17,78,M,D,24,shirt,ugly,declarative,grad+subj+neg,nice,1
AP_17,78,M,D,25,story,boring,sarcastic,grad+subj+neg,approve,0
AP_17,78,M,D,26,story,boring,sarcastic,grad+subj+neg,mean,1
AP_17,78,M,D,27,story,boring,sarcastic,grad+subj+neg,nice,2
AP_17,78,M,D,28,tool,wooden,declarative,–grad–subj,approve,1
AP_17,78,M,D,29,tool,wooden,declarative,–grad–subj,mean,1
AP_17,78,M,D,30,tool,wooden,declarative,–grad–subj,nice,3
AP_17,78,M,D,31,hole,half-inch,sarcastic,–grad–subj,approve,0
AP_17,78,M,D,32,hole,half-inch,sarcastic,–grad–subj,mean,1
AP_17,78,M,D,33,hole,half-inch,sarcastic,–grad–subj,nice,1
AP_17,78,M,D,34,solution,helpful,declarative,grad+subj+pos,approve,1
AP_17,78,M,D,35,solution,helpful,declarative,grad+subj+pos,mean,1
AP_17,78,M,D,36,solution,helpful,declarative,grad+subj+pos,nice,5
AP_17,78,M,D,37,novel,easy,sarcastic,grad+subj+pos,approve,0
AP_17,78,M,D,38,novel,easy,sarcastic,grad+subj+pos,mean,1
AP_17,78,M,D,39,novel,easy,sarcastic,grad+subj+pos,nice,3
AP_17,78,M,D,40,video,foolish,declarative,grad+subj+neg,approve,0
AP_17,78,M,D,41,video,foolish,declarative,grad+subj+neg,mean,1
AP_17,78,M,D,42,video,foolish,declarative,grad+subj+neg,nice,2
AP_23,73,M,D,1,book,n/a,declarative,training1 neg,approve,0
AP_23,73,M,D,2,book,n/a,declarative,training1 neg,mean,1
AP_23,73,M,D,3,book,n/a,declarative,training1 neg,nice,5
AP_23,73,M,D,4,recital,n/a,declarative,training2 pos,approve,1
AP_23,73,M,D,5,recital,n/a,declarative,training2 pos,mean,0
AP_23,73,M,D,6,recital,n/a,declarative,training2 pos,nice,5
AP_23,73,M,D,7,cake,yucky,sarcastic,grad+subj+neg,approve,0
AP_23,73,M,D,8,cake,yucky,sarcastic,grad+subj+neg,mean,0
AP_23,73,M,D,9,cake,yucky,sarcastic,grad+subj+neg,nice,1
AP_23,73,M,D,10,gift,birthday,declarative,–grad–subj,approve,1
AP_23,73,M,D,11,gift,birthday,declarative,–grad–subj,mean,1
AP_23,73,M,D,12,gift,birthday,declarative,–grad–subj,nice,5
AP_23,73,M,D,13,bouquet,floral,sarcastic,–grad–subj,approve,0
AP_23,73,M,D,14,bouquet,floral,sarcastic,–grad–subj,mean,1
AP_23,73,M,D,15,bouquet,floral,sarcastic,–grad–subj,nice,1
AP_23,73,M,D,16,question,clever,declarative,grad+subj+pos,approve,1
AP_23,73,M,D,17,question,clever,declarative,grad+subj+pos,mean,1
AP_23,73,M,D,18,question,clever,declarative,grad+subj+pos,nice,5
AP_23,73,M,D,19,dish,tasty,sarcastic,grad+subj+pos,approve,1
AP_23,73,M,D,20,dish,tasty,sarcastic,grad+subj+pos,mean,1
AP_23,73,M,D,21,dish,tasty,sarcastic,grad+subj+pos,nice,5
AP_23,73,M,D,22,shirt,ugly,declarative,grad+subj+neg,approve,0
AP_23,73,M,D,23,shirt,ugly,declarative,grad+subj+neg,mean,0
AP_23,73,M,D,24,shirt,ugly,declarative,grad+subj+neg,nice,1
AP_23,73,M,D,25,story,boring,sarcastic,grad+subj+neg,approve,0
AP_23,73,M,D,26,story,boring,sarcastic,grad+subj+neg,mean,1
AP_23,73,M,D,27,story,boring,sarcastic,grad+subj+neg,nice,1
AP_23,73,M,D,28,tool,wooden,declarative,–grad–subj,approve,0
AP_23,73,M,D,29,tool,wooden,declarative,–grad–subj,mean,1
AP_23,73,M,D,30,tool,wooden,declarative,–grad–subj,nice,1
AP_23,73,M,D,31,hole,half-inch,sarcastic,–grad–subj,approve,0
AP_23,73,M,D,32,hole,half-inch,sarcastic,–grad–subj,mean,0
AP_23,73,M,D,33,hole,half-inch,sarcastic,–grad–subj,nice,1
AP_23,73,M,D,34,solution,helpful,declarative,grad+subj+pos,approve,1
AP_23,73,M,D,35,solution,helpful,declarative,grad+subj+pos,mean,1
AP_23,73,M,D,36,solution,helpful,declarative,grad+subj+pos,nice,2
AP_23,73,M,D,37,novel,easy,sarcastic,grad+subj+pos,approve,1
AP_23,73,M,D,38,novel,easy,sarcastic,grad+subj+pos,mean,1
AP_23,73,M,D,39,novel,easy,sarcastic,grad+subj+pos,nice,2
AP_23,73,M,D,40,video,foolish,declarative,grad+subj+neg,approve,1
AP_23,73,M,D,41,video,foolish,declarative,grad+subj+neg,mean,1
AP_23,73,M,D,42,video,foolish,declarative,grad+subj+neg,nice,2
AP_07,65,F,E,1,book,n/a,declarative,training1 neg,approve,0
AP_07,65,F,E,2,book,n/a,declarative,training1 neg,mean,0
AP_07,65,F,E,3,book,n/a,declarative,training1 neg,nice,1
AP_07,65,F,E,4,recital,n/a,declarative,training2 pos,approve,1
AP_07,65,F,E,5,recital,n/a,declarative,training2 pos,mean,1
AP_07,65,F,E,6,recital,n/a,declarative,training2 pos,nice,5
AP_07,65,F,E,7,cake,lemon,declarative,–grad–subj,approve,0
AP_07,65,F,E,8,cake,lemon,declarative,–grad–subj,mean,0
AP_07,65,F,E,9,cake,lemon,declarative,–grad–subj,nice,1
AP_07,65,F,E,10,gift,birthday,sarcastic,–grad–subj,approve,0
AP_07,65,F,E,11,gift,birthday,sarcastic,–grad–subj,mean,0
AP_07,65,F,E,12,gift,birthday,sarcastic,–grad–subj,nice,1
AP_07,65,F,E,13,bouquet,pretty,declarative,grad+subj+pos,approve,1
AP_07,65,F,E,14,bouquet,pretty,declarative,grad+subj+pos,mean,1
AP_07,65,F,E,15,bouquet,pretty,declarative,grad+subj+pos,nice,5
AP_07,65,F,E,16,question,clever,sarcastic,grad+subj+pos,approve,1
AP_07,65,F,E,17,question,clever,sarcastic,grad+subj+pos,mean,1
AP_07,65,F,E,18,question,clever,sarcastic,grad+subj+pos,nice,5
AP_07,65,F,E,19,dish,nasty,declarative,grad+subj+neg,approve,0
AP_07,65,F,E,20,dish,nasty,declarative,grad+subj+neg,mean,0
AP_07,65,F,E,21,dish,nasty,declarative,grad+subj+neg,nice,1
AP_07,65,F,E,22,shirt,ugly,sarcastic,grad+subj+neg,approve,0
AP_07,65,F,E,23,shirt,ugly,sarcastic,grad+subj+neg,mean,0
AP_07,65,F,E,24,shirt,ugly,sarcastic,grad+subj+neg,nice,1
AP_07,65,F,E,25,story,bedtime,declarative,–grad–subj,approve,1
AP_07,65,F,E,26,story,bedtime,declarative,–grad–subj,mean,1
AP_07,65,F,E,27,story,bedtime,declarative,–grad–subj,nice,5
AP_07,65,F,E,28,tool,wooden,sarcastic,–grad–subj,approve,0
AP_07,65,F,E,29,tool,wooden,sarcastic,–grad–subj,mean,0
AP_07,65,F,E,30,tool,wooden,sarcastic,–grad–subj,nice,1
AP_07,65,F,E,31,hole,careful,declarative,grad+subj+pos,approve,1
AP_07,65,F,E,32,hole,careful,declarative,grad+subj+pos,mean,1
AP_07,65,F,E,33,hole,careful,declarative,grad+subj+pos,nice,5
AP_07,65,F,E,34,solution,helpful,sarcastic,grad+subj+pos,approve,1
AP_07,65,F,E,35,solution,helpful,sarcastic,grad+subj+pos,mean,1
AP_07,65,F,E,36,solution,helpful,sarcastic,grad+subj+pos,nice,5
AP_07,65,F,E,37,novel,tricky,declarative,grad+subj+neg,approve,1
AP_07,65,F,E,38,novel,tricky,declarative,grad+subj+neg,mean,1
AP_07,65,F,E,39,novel,tricky,declarative,grad+subj+neg,nice,5
AP_07,65,F,E,40,video,foolish,sarcastic,grad+subj+neg,approve,1
AP_07,65,F,E,41,video,foolish,sarcastic,grad+subj+neg,mean,1
AP_07,65,F,E,42,video,foolish,sarcastic,grad+subj+neg,nice,5
AP_13,66,F,F,1,book,n/a,declarative,training1 neg,approve,0
AP_13,66,F,F,2,book,n/a,declarative,training1 neg,mean,1
AP_13,66,F,F,3,book,n/a,declarative,training1 neg,nice,2
AP_13,66,F,F,4,recital,n/a,declarative,training2 pos,approve,1
AP_13,66,F,F,5,recital,n/a,declarative,training2 pos,mean,1
AP_13,66,F,F,6,recital,n/a,declarative,training2 pos,nice,5
AP_13,66,F,F,7,cake,lemon,sarcastic,–grad–subj,approve,0
AP_13,66,F,F,8,cake,lemon,sarcastic,–grad–subj,mean,1
AP_13,66,F,F,9,cake,lemon,sarcastic,–grad–subj,nice,3
AP_13,66,F,F,10,gift,awesome,declarative,grad+subj+pos,approve,N/A
AP_13,66,F,F,11,gift,awesome,declarative,grad+subj+pos,mean,0
AP_13,66,F,F,12,gift,awesome,declarative,grad+subj+pos,nice,4
AP_13,66,F,F,13,bouquet,pretty,sarcastic,grad+subj+pos,approve,1
AP_13,66,F,F,14,bouquet,pretty,sarcastic,grad+subj+pos,mean,0
AP_13,66,F,F,15,bouquet,pretty,sarcastic,grad+subj+pos,nice,3
AP_13,66,F,F,16,question,silly,declarative,grad+subj+neg,approve,0
AP_13,66,F,F,17,question,silly,declarative,grad+subj+neg,mean,1
AP_13,66,F,F,18,question,silly,declarative,grad+subj+neg,nice,3
AP_13,66,F,F,19,dish,nasty,sarcastic,grad+subj+neg,approve,1
AP_13,66,F,F,20,dish,nasty,sarcastic,grad+subj+neg,mean,0
AP_13,66,F,F,21,dish,nasty,sarcastic,grad+subj+neg,nice,3
AP_13,66,F,F,22,shirt,spotted,declarative,–grad–subj,approve,0
AP_13,66,F,F,23,shirt,spotted,declarative,–grad–subj,mean,1
AP_13,66,F,F,24,shirt,spotted,declarative,–grad–subj,nice,3
AP_13,66,F,F,25,story,bedtime,sarcastic,–grad–subj,approve,0
AP_13,66,F,F,26,story,bedtime,sarcastic,–grad–subj,mean,1
AP_13,66,F,F,27,story,bedtime,sarcastic,–grad–subj,nice,3
