subject ID,list,trial_number,trial_object,trial_modifier,intonation,modifier_type,probe_type,response
32554,A,37,novel,fiction,declarative,–grad–subj,approve,1
32554,A,38,novel,fiction,declarative,–grad–subj,mean,2
32554,A,39,novel,fiction,declarative,–grad–subj,nice,3
32554,A,40,video,tiktok,sarcastic,–grad–subj,approve,1
32554,A,41,video,tiktok,sarcastic,–grad–subj,mean,2
32554,A,42,video,tiktok,sarcastic,–grad–subj,nice,2
31693,A,1,book,n/a,declarative,training1 neg,approve,1
31693,A,2,book,n/a,declarative,training1 neg,mean,2
31693,A,3,book,n/a,declarative,training1 neg,nice,3
31693,A,4,recital,n/a,declarative,training2 pos,approve,2
31693,A,5,recital,n/a,declarative,training2 pos,mean,2
31693,A,6,recital,n/a,declarative,training2 pos,nice,1
31693,A,7,cake,yummy,declarative,grad+subj+pos,approve,2
31693,A,8,cake,yummy,declarative,grad+subj+pos,mean,2
31693,A,9,cake,yummy,declarative,grad+subj+pos,nice,4
31693,A,10,gift,awesome,sarcastic,grad+subj+pos,approve,1
31693,A,11,gift,awesome,sarcastic,grad+subj+pos,mean,2
31693,A,12,gift,awesome,sarcastic,grad+subj+pos,nice,4
31693,A,13,bouquet,messy,declarative,grad+subj+neg,approve,1
31693,A,14,bouquet,messy,declarative,grad+subj+neg,mean,2
31693,A,15,bouquet,messy,declarative,grad+subj+neg,nice,3
31693,A,16,question,silly,sarcastic,grad+subj+neg,approve,1
31693,A,17,question,silly,sarcastic,grad+subj+neg,mean,2
31693,A,18,question,silly,sarcastic,grad+subj+neg,nice,2
31693,A,19,dish,lobster,declarative,–grad–subj,approve,1
31693,A,20,dish,lobster,declarative,–grad–subj,mean,1
31693,A,21,dish,lobster,declarative,–grad–subj,nice,3
31693,A,22,shirt,spotted,sarcastic,–grad–subj,approve,1
31693,A,23,shirt,spotted,sarcastic,–grad–subj,mean,1
31693,A,24,shirt,spotted,sarcastic,–grad–subj,nice,2
31693,A,25,story,funny,declarative,grad+subj+pos,approve,2
31693,A,26,story,funny,declarative,grad+subj+pos,mean,2
31693,A,27,story,funny,declarative,grad+subj+pos,nice,4
31693,A,28,tool,useful,sarcastic,grad+subj+pos,approve,1
31693,A,29,tool,useful,sarcastic,grad+subj+pos,mean,2
31693,A,30,tool,useful,sarcastic,grad+subj+pos,nice,5
31693,A,31,hole,careless,declarative,grad+subj+neg,approve,1
31693,A,32,hole,careless,declarative,grad+subj+neg,mean,1
31693,A,33,hole,careless,declarative,grad+subj+neg,nice,1
31693,A,34,solution,bossy,sarcastic,grad+subj+neg,approve,1
31693,A,35,solution,bossy,sarcastic,grad+subj+neg,mean,1
31693,A,36,solution,bossy,sarcastic,grad+subj+neg,nice,2
31693,A,37,novel,fiction,declarative,–grad–subj,approve,1
31693,A,38,novel,fiction,declarative,–grad–subj,mean,1
31693,A,39,novel,fiction,declarative,–grad–subj,nice,3
31693,A,40,video,tiktok,sarcastic,–grad–subj,approve,1
31693,A,41,video,tiktok,sarcastic,–grad–subj,mean,1
31693,A,42,video,tiktok,sarcastic,–grad–subj,nice,2
27292,A,1,book,n/a,declarative,training1 neg,approve,1
27292,A,2,book,n/a,declarative,training1 neg,mean,2
27292,A,3,book,n/a,declarative,training1 neg,nice,2
27292,A,4,recital,n/a,declarative,training2 pos,approve,2
27292,A,5,recital,n/a,declarative,training2 pos,mean,2
27292,A,6,recital,n/a,declarative,training2 pos,nice,1
27292,A,7,cake,yummy,declarative,grad+subj+pos,approve,2
27292,A,8,cake,yummy,declarative,grad+subj+pos,mean,1
27292,A,9,cake,yummy,declarative,grad+subj+pos,nice,3
27292,A,10,gift,awesome,sarcastic,grad+subj+pos,approve,1
27292,A,11,gift,awesome,sarcastic,grad+subj+pos,mean,2
27292,A,12,gift,awesome,sarcastic,grad+subj+pos,nice,3
27292,A,13,bouquet,messy,declarative,grad+subj+neg,approve,2
27292,A,14,bouquet,messy,declarative,grad+subj+neg,mean,1
27292,A,15,bouquet,messy,declarative,grad+subj+neg,nice,3
27292,A,16,question,silly,sarcastic,grad+subj+neg,approve,2
27292,A,17,question,silly,sarcastic,grad+subj+neg,mean,2
27292,A,18,question,silly,sarcastic,grad+subj+neg,nice,3
27292,A,19,dish,lobster,declarative,–grad–subj,approve,2
27292,A,20,dish,lobster,declarative,–grad–subj,mean,2
27292,A,21,dish,lobster,declarative,–grad–subj,nice,3
27292,A,22,shirt,spotted,sarcastic,–grad–subj,approve,2
27292,A,23,shirt,spotted,sarcastic,–grad–subj,mean,2
27292,A,24,shirt,spotted,sarcastic,–grad–subj,nice,3
27292,A,25,story,funny,declarative,grad+subj+pos,approve,1
27292,A,26,story,funny,declarative,grad+subj+pos,mean,2
27292,A,27,story,funny,declarative,grad+subj+pos,nice,3
27292,A,28,tool,useful,sarcastic,grad+subj+pos,approve,2
27292,A,29,tool,useful,sarcastic,grad+subj+pos,mean,1
27292,A,30,tool,useful,sarcastic,grad+subj+pos,nice,2
27292,A,31,hole,careless,declarative,grad+subj+neg,approve,2
27292,A,32,hole,careless,declarative,grad+subj+neg,mean,1
27292,A,33,hole,careless,declarative,grad+subj+neg,nice,2
27292,A,34,solution,bossy,sarcastic,grad+subj+neg,approve,2
27292,A,35,solution,bossy,sarcastic,grad+subj+neg,mean,1
27292,A,36,solution,bossy,sarcastic,grad+subj+neg,nice,3
27292,A,37,novel,fiction,declarative,–grad–subj,approve,2
27292,A,38,novel,fiction,declarative,–grad–subj,mean,1
27292,A,39,novel,fiction,declarative,–grad–subj,nice,3
27292,A,40,video,tiktok,sarcastic,–grad–subj,approve,2
27292,A,41,video,tiktok,sarcastic,–grad–subj,mean,1
27292,A,42,video,tiktok,sarcastic,–grad–subj,nice,3
31942,A,1,book,n/a,declarative,training1 neg,approve,1
31942,A,2,book,n/a,declarative,training1 neg,mean,2
31942,A,3,book,n/a,declarative,training1 neg,nice,2
31942,A,4,recital,n/a,declarative,training2 pos,approve,2
31942,A,5,recital,n/a,declarative,training2 pos,mean,2
31942,A,6,recital,n/a,declarative,training2 pos,nice,1
31942,A,7,cake,yummy,declarative,grad+subj+pos,approve,2
31942,A,8,cake,yummy,declarative,grad+subj+pos,mean,2
31942,A,9,cake,yummy,declarative,grad+subj+pos,nice,4
31942,A,10,gift,awesome,sarcastic,grad+subj+pos,approve,1
31942,A,11,gift,awesome,sarcastic,grad+subj+pos,mean,1
31942,A,12,gift,awesome,sarcastic,grad+subj+pos,nice,2
31942,A,13,bouquet,messy,declarative,grad+subj+neg,approve,1
31942,A,14,bouquet,messy,declarative,grad+subj+neg,mean,2
31942,A,15,bouquet,messy,declarative,grad+subj+neg,nice,3
31942,A,16,question,silly,sarcastic,grad+subj+neg,approve,1
31942,A,17,question,silly,sarcastic,grad+subj+neg,mean,1
31942,A,18,question,silly,sarcastic,grad+subj+neg,nice,2
31942,A,19,dish,lobster,declarative,–grad–subj,approve,1
31942,A,20,dish,lobster,declarative,–grad–subj,mean,2
31942,A,21,dish,lobster,declarative,–grad–subj,nice,3
31942,A,22,shirt,spotted,sarcastic,–grad–subj,approve,1
31942,A,23,shirt,spotted,sarcastic,–grad–subj,mean,1
31942,A,24,shirt,spotted,sarcastic,–grad–subj,nice,2
31942,A,25,story,funny,declarative,grad+subj+pos,approve,2
31942,A,26,story,funny,declarative,grad+subj+pos,mean,2
31942,A,27,story,funny,declarative,grad+subj+pos,nice,4
31942,A,28,tool,useful,sarcastic,grad+subj+pos,approve,1
31942,A,29,tool,useful,sarcastic,grad+subj+pos,mean,1
