subject ID,list,trial_number,trial_object,trial_modifier,intonation,modifier_type,probe_type,response
33574,A,21,dish,lobster,declarative,–grad–subj,nice,3
33574,A,22,shirt,spotted,sarcastic,–grad–subj,approve,1
33574,A,23,shirt,spotted,sarcastic,–grad–subj,mean,2
33574,A,24,shirt,spotted,sarcastic,–grad–subj,nice,2
33574,A,25,story,funny,declarative,grad+subj+pos,approve,2
33574,A,26,story,funny,declarative,grad+subj+pos,mean,2
33574,A,27,story,funny,declarative,grad+subj+pos,nice,4
33574,A,28,tool,useful,sarcastic,grad+subj+pos,approve,1
33574,A,29,tool,useful,sarcastic,grad+subj+pos,mean,1
33574,A,30,tool,useful,sarcastic,grad+subj+pos,nice,2
33574,A,31,hole,careless,declarative,grad+subj+neg,approve,1
33574,A,32,hole,careless,declarative,grad+subj+neg,mean,2
33574,A,33,hole,careless,declarative,grad+subj+neg,nice,2
33574,A,34,solution,bossy,sarcastic,grad+subj+neg,approve,1
33574,A,35,solution,bossy,sarcastic,grad+subj+neg,mean,2
33574,A,36,solution,bossy,sarcastic,grad+subj+neg,nice,1
33574,A,37,novel,fiction,declarative,–grad–subj,approve,1
33574,A,38,novel,fiction,declarative,–grad–subj,mean,2
33574,A,39,novel,fiction,declarative,–grad–subj,nice,3
33574,A,40,video,tiktok,sarcastic,–grad–subj,approve,1
33574,A,41,video,tiktok,sarcastic,–grad–subj,mean,2
33574,A,42,video,tiktok,sarcastic,–grad–subj,nice,2
28999,A,1,book,n/a,declarative,training1 neg,approve,1
28999,A,2,book,n/a,declarative,training1 neg,mean,2
28999,A,3,book,n/a,declarative,training1 neg,nice,3
28999,A,4,recital,n/a,declarative,training2 pos,approve,2
28999,A,5,recital,n/a,declarative,training2 pos,mean,2
28999,A,6,recital,n/a,declarative,training2 pos,nice,2
28999,A,7,cake,yummy,declarative,grad+subj+pos,approve,2
28999,A,8,cake,yummy,declarative,grad+subj+pos,mean,2
28999,A,9,cake,yummy,declarative,grad+subj+pos,nice,4
28999,A,10,gift,awesome,sarcastic,grad+subj+pos,approve,2
28999,A,11,gift,awesome,sarcastic,grad+subj+pos,mean,2
28999,A,12,gift,awesome,sarcastic,grad+subj+pos,nice,5
28999,A,13,bouquet,messy,declarative,grad+subj+neg,approve,1
28999,A,14,bouquet,messy,declarative,grad+subj+neg,mean,2
28999,A,15,bouquet,messy,declarative,grad+subj+neg,nice,2
28999,A,16,question,silly,sarcastic,grad+subj+neg,approve,1
28999,A,17,question,silly,sarcastic,grad+subj+neg,mean,1
28999,A,18,question,silly,sarcastic,grad+subj+neg,nice,2
28999,A,19,dish,lobster,declarative,–grad–subj,approve,1
28999,A,20,dish,lobster,declarative,–grad–subj,mean,1
28999,A,21,dish,lobster,declarative,–grad–subj,nice,4
28999,A,22,shirt,spotted,sarcastic,–grad–subj,approve,1
28999,A,23,shirt,spotted,sarcastic,–grad–subj,mean,1
28999,A,24,shirt,spotted,sarcastic,–grad–subj,nice,4
28999,A,25,story,funny,declarative,grad+subj+pos,approve,2
28999,A,26,story,funny,declarative,grad+subj+pos,mean,2
28999,A,27,story,funny,declarative,grad+subj+pos,nice,4
28999,A,28,tool,useful,sarcastic,grad+subj+pos,approve,2
28999,A,29,tool,useful,sarcastic,grad+subj+pos,mean,2
28999,A,30,tool,useful,sarcastic,grad+subj+pos,nice,4
28999,A,31,hole,careless,declarative,grad+subj+neg,approve,1
28999,A,32,hole,careless,declarative,grad+subj+neg,mean,2
28999,A,33,hole,careless,declarative,grad+subj+neg,nice,2
28999,A,34,solution,bossy,sarcastic,grad+subj+neg,approve,1
28999,A,35,solution,bossy,sarcastic,grad+subj+neg,mean,2
28999,A,36,solution,bossy,sarcastic,grad+subj+neg,nice,2
28999,A,37,novel,fiction,declarative,–grad–subj,approve,1
28999,A,38,novel,fiction,declarative,–grad–subj,mean,1
28999,A,39,novel,fiction,declarative,–grad–subj,nice,4
28999,A,40,video,tiktok,sarcastic,–grad–subj,approve,1
28999,A,41,video,tiktok,sarcastic,–grad–subj,mean,1
28999,A,42,video,tiktok,sarcastic,–grad–subj,nice,4
33667,A,1,book,n/a,declarative,training1 neg,approve,1
33667,A,2,book,n/a,declarative,training1 neg,mean,2
33667,A,3,book,n/a,declarative,training1 neg,nice,3
33667,A,4,recital,n/a,declarative,training2 pos,approve,2
33667,A,5,recital,n/a,declarative,training2 pos,mean,2
33667,A,6,recital,n/a,declarative,training2 pos,nice,1
33667,A,7,cake,yummy,declarative,grad+subj+pos,approve,2
33667,A,8,cake,yummy,declarative,grad+subj+pos,mean,2
33667,A,9,cake,yummy,declarative,grad+subj+pos,nice,4
33667,A,10,gift,awesome,sarcastic,grad+subj+pos,approve,2
33667,A,11,gift,awesome,sarcastic,grad+subj+pos,mean,1
33667,A,12,gift,awesome,sarcastic,grad+subj+pos,nice,5
33667,A,13,bouquet,messy,declarative,grad+subj+neg,approve,1
33667,A,14,bouquet,messy,declarative,grad+subj+neg,mean,2
33667,A,15,bouquet,messy,declarative,grad+subj+neg,nice,2
33667,A,16,question,silly,sarcastic,grad+subj+neg,approve,1
33667,A,17,question,silly,sarcastic,grad+subj+neg,mean,2
33667,A,18,question,silly,sarcastic,grad+subj+neg,nice,4
33667,A,19,dish,lobster,declarative,–grad–subj,approve,1
33667,A,20,dish,lobster,declarative,–grad–subj,mean,2
33667,A,21,dish,lobster,declarative,–grad–subj,nice,3
33667,A,22,shirt,spotted,sarcastic,–grad–subj,approve,2
33667,A,23,shirt,spotted,sarcastic,–grad–subj,mean,2
33667,A,24,shirt,spotted,sarcastic,–grad–subj,nice,3
33667,A,25,story,funny,declarative,grad+subj+pos,approve,2
33667,A,26,story,funny,declarative,grad+subj+pos,mean,2
33667,A,27,story,funny,declarative,grad+subj+pos,nice,4
33667,A,28,tool,useful,sarcastic,grad+subj+pos,approve,2
33667,A,29,tool,useful,sarcastic,grad+subj+pos,mean,2
33667,A,30,tool,useful,sarcastic,grad+subj+pos,nice,4
33667,A,31,hole,careless,declarative,grad+subj+neg,approve,1
33667,A,32,hole,careless,declarative,grad+subj+neg,mean,1
33667,A,33,hole,careless,declarative,grad+subj+neg,nice,2
33667,A,34,solution,bossy,sarcastic,grad+subj+neg,approve,1
33667,A,35,solution,bossy,sarcastic,grad+subj+neg,mean,2
33667,A,36,solution,bossy,sarcastic,grad+subj+neg,nice,2
33667,A,37,novel,fiction,declarative,–grad–subj,approve,2
33667,A,38,novel,fiction,declarative,–grad–subj,mean,1
33667,A,39,novel,fiction,declarative,–grad–subj,nice,3
33667,A,40,video,tiktok,sarcastic,–grad–subj,approve,2
33667,A,41,video,tiktok,sarcastic,–grad–subj,mean,2
33667,A,42,video,tiktok,sarcastic,–grad–subj,nice,3
27901,A,1,book,n/a,declarative,training1 neg,approve,1
27901,A,2,book,n/a,declarative,training1 neg,mean,2
27901,A,3,book,n/a,declarative,training1 neg,nice,3
27901,A,4,recital,n/a,declarative,training2 pos,approve,2
27901,A,5,recital,n/a,declarative,training2 pos,mean,2
27901,A,6,recital,n/a,declarative,training2 pos,nice,2
27901,A,7,cake,yummy,declarative,grad+subj+pos,approve,1
27901,A,8,cake,yummy,declarative,grad+subj+pos,mean,1
27901,A,9,cake,yummy,declarative,grad+subj+pos,nice,4
27901,A,10,gift,awesome,sarcastic,grad+subj+pos,approve,2
27901,A,11,gift,awesome,sarcastic,grad+subj+pos,mean,2
27901,A,12,gift,awesome,sarcastic,grad+subj+pos,nice,4
27901,A,13,bouquet,messy,declarative,grad+subj+neg,approve,1
27901,A,14,bouquet,messy,declarative,grad+subj+neg,mean,2
27901,A,15,bouquet,messy,declarative,grad+subj+neg,nice,2
27901,A,16,question,silly,sarcastic,grad+subj+neg,approve,1
27901,A,17,question,silly,sarcastic,grad+subj+neg,mean,2
27901,A,18,question,silly,sarcastic,grad+subj+neg,nice,2
27901,A,19,dish,lobster,declarative,–grad–subj,approve,1
27901,A,20,dish,lobster,declarative,–grad–subj,mean,2
27901,A,21,dish,lobster,declarative,–grad–subj,nice,4
27901,A,22,shirt,spotted,sarcastic,–grad–subj,approve,1
27901,A,23,shirt,spotted,sarcastic,–grad–subj,mean,2
27901,A,24,shirt,spotted,sarcastic,–grad–subj,nice,4
27901,A,25,story,funny,declarative,grad+subj+pos,approve,2
27901,A,26,story,funny,declarative,grad+subj+pos,mean,2
27901,A,27,story,funny,declarative,grad+subj+pos,nice,3
27901,A,28,tool,useful,sarcastic,grad+subj+pos,approve,1
27901,A,29,tool,useful,sarcastic,grad+subj+pos,mean,1
27901,A,30,tool,useful,sarcastic,grad+subj+pos,nice,2
27901,A,31,hole,careless,declarative,grad+subj+neg,approve,1
27901,A,32,hole,careless,declarative,grad+subj+neg,mean,2
27901,A,33,hole,careless,declarative,grad+subj+neg,nice,2
27901,A,34,solution,bossy,sarcastic,grad+subj+neg,approve,1
27901,A,35,solution,bossy,sarcastic,grad+subj+neg,mean,2
27901,A,36,solution,bossy,sarcastic,grad+subj+neg,nice,4
27901,A,37,novel,fiction,declarative,–grad–subj,approve,1
27901,A,38,novel,fiction,declarative,–grad–subj,mean,2
27901,A,39,novel,fiction,declarative,–grad–subj,nice,4
27901,A,40,video,tiktok,sarcastic,–grad–subj,approve,1
27901,A,41,video,tiktok,sarcastic,–grad–subj,mean,2
27901,A,42,video,tiktok,sarcastic,–grad–subj,nice,4
32950,A,1,book,n/a,declarative,training1 neg,approve,1
32950,A,2,book,n/a,declarative,training1 neg,mean,2
32950,A,3,book,n/a,declarative,training1 neg,nice,3
32950,A,4,recital,n/a,declarative,training2 pos,approve,2
32950,A,5,recital,n/a,declarative,training2 pos,mean,2
32950,A,6,recital,n/a,declarative,training2 pos,nice,1
32950,A,7,cake,yummy,declarative,grad+subj+pos,approve,2
32950,A,8,cake,yummy,declarative,grad+subj+pos,mean,2
32950,A,9,cake,yummy,declarative,grad+subj+pos,nice,5
32950,A,10,gift,awesome,sarcastic,grad+subj+pos,approve,2
32950,A,11,gift,awesome,sarcastic,grad+subj+pos,mean,1
32950,A,12,gift,awesome,sarcastic,grad+subj+pos,nice,3
32950,A,13,bouquet,messy,declarative,grad+subj+neg,approve,1
32950,A,14,bouquet,messy,declarative,grad+subj+neg,mean,2
32950,A,15,bouquet,messy,declarative,grad+subj+neg,nice,2
32950,A,16,question,silly,sarcastic,grad+subj+neg,approve,1
32950,A,17,question,silly,sarcastic,grad+subj+neg,mean,2
32950,A,18,question,silly,sarcastic,grad+subj+neg,nice,2
32950,A,19,dish,lobster,declarative,–grad–subj,approve,1
32950,A,20,dish,lobster,declarative,–grad–subj,mean,2
32950,A,21,dish,lobster,declarative,–grad–subj,nice,3
32950,A,22,shirt,spotted,sarcastic,–grad–subj,approve,1
32950,A,23,shirt,spotted,sarcastic,–grad–subj,mean,2
32950,A,24,shirt,spotted,sarcastic,–grad–subj,nice,3
32950,A,25,story,funny,declarative,grad+subj+pos,approve,2
32950,A,26,story,funny,declarative,grad+subj+pos,mean,2
32950,A,27,story,funny,declarative,grad+subj+pos,nice,5
32950,A,28,tool,useful,sarcastic,grad+subj+pos,approve,2
32950,A,29,tool,useful,sarcastic,grad+subj+pos,mean,2
32950,A,30,tool,useful,sarcastic,grad+subj+pos,nice,3
32950,A,31,hole,careless,declarative,grad+subj+neg,approve,1
32950,A,32,hole,careless,declarative,grad+subj+neg,mean,2
32950,A,33,hole,careless,declarative,grad+subj+neg,nice,1
32950,A,34,solution,bossy,sarcastic,grad+subj+neg,approve,1
32950,A,35,solution,bossy,sarcastic,grad+subj+neg,mean,2
32950,A,36,solution,bossy,sarcastic,grad+subj+neg,nice,3
32950,A,37,novel,fiction,declarative,–grad–subj,approve,2
32950,A,38,novel,fiction,declarative,–grad–subj,mean,2
32950,A,39,novel,fiction,declarative,–grad–subj,nice,3
32950,A,40,video,tiktok,sarcastic,–grad–subj,approve,1
32950,A,41,video,tiktok,sarcastic,–grad–subj,mean,2
32950,A,42,video,tiktok,sarcastic,–grad–subj,nice,2
33520,A,1,book,n/a,declarative,training1 neg,approve,1
33520,A,2,book,n/a,declarative,training1 neg,mean,2
33520,A,3,book,n/a,declarative,training1 neg,nice,3
33520,A,4,recital,n/a,declarative,training2 pos,approve,2
33520,A,5,recital,n/a,declarative,training2 pos,mean,2
33520,A,6,recital,n/a,declarative,training2 pos,nice,1
33520,A,7,cake,yummy,declarative,grad+subj+pos,approve,1
33520,A,8,cake,yummy,declarative,grad+subj+pos,mean,1
33520,A,9,cake,yummy,declarative,grad+subj+pos,nice,4
33520,A,10,gift,awesome,sarcastic,grad+subj+pos,approve,2
33520,A,11,gift,awesome,sarcastic,grad+subj+pos,mean,2
33520,A,12,gift,awesome,sarcastic,grad+subj+pos,nice,5
33520,A,13,bouquet,messy,declarative,grad+subj+neg,approve,1
33520,A,14,bouquet,messy,declarative,grad+subj+neg,mean,2
33520,A,15,bouquet,messy,declarative,grad+subj+neg,nice,2
33520,A,16,question,silly,sarcastic,grad+subj+neg,approve,1
33520,A,17,question,silly,sarcastic,grad+subj+neg,mean,2
33520,A,18,question,silly,sarcastic,grad+subj+neg,nice,2
33520,A,19,dish,lobster,declarative,–grad–subj,approve,1
33520,A,20,dish,lobster,declarative,–grad–subj,mean,2
33520,A,21,dish,lobster,declarative,–grad–subj,nice,2
33520,A,22,shirt,spotted,sarcastic,–grad–subj,approve,1
33520,A,23,shirt,spotted,sarcastic,–grad–subj,mean,2
33520,A,24,shirt,spotted,sarcastic,–grad–subj,nice,2
33520,A,25,story,funny,declarative,grad+subj+pos,approve,2
33520,A,26,story,funny,declarative,grad+subj+pos,mean,2
33520,A,27,story,funny,declarative,grad+subj+pos,nice,4
33520,A,28,tool,useful,sarcastic,grad+subj+pos,approve,2
33520,A,29,tool,useful,sarcastic,grad+subj+pos,mean,2
33520,A,30,tool,useful,sarcastic,grad+subj+pos,nice,3
33520,A,31,hole,careless,declarative,grad+subj+neg,approve,1
33520,A,32,hole,careless,declarative,grad+subj+neg,mean,2
33520,A,33,hole,careless,declarative,grad+subj+neg,nice,1
33520,A,34,solution,bossy,sarcastic,grad+subj+neg,approve,1
33520,A,35,solution,bossy,sarcastic,grad+subj+neg,mean,2
33520,A,36,solution,bossy,sarcastic,grad+subj+neg,nice,2
33520,A,37,novel,fiction,declarative,–grad–subj,approve,1
33520,A,38,novel,fiction,declarative,–grad–subj,mean,2
33520,A,39,novel,fiction,declarative,–grad–subj,nice,2
33520,A,40,video,tiktok,sarcastic,–grad–subj,approve,1
33520,A,41,video,tiktok,sarcastic,–grad–subj,mean,2
33520,A,42,video,tiktok,sarcastic,–grad–subj,nice,2
33691,A,1,book,n/a,declarative,training1 neg,approve,1
33691,A,2,book,n/a,declarative,training1 neg,mean,2
33691,A,3,book,n/a,declarative,training1 neg,nice,3
33691,A,4,recital,n/a,declarative,training2 pos,approve,2
33691,A,5,recital,n/a,declarative,training2 pos,mean,2
33691,A,6,recital,n/a,declarative,training2 pos,nice,1
33691,A,7,cake,yummy,declarative,grad+subj+pos,approve,1
33691,A,8,cake,yummy,declarative,grad+subj+pos,mean,1
33691,A,9,cake,yummy,declarative,grad+subj+pos,nice,5
33691,A,10,gift,awesome,sarcastic,grad+subj+pos,approve,1
33691,A,11,gift,awesome,sarcastic,grad+subj+pos,mean,1
33691,A,12,gift,awesome,sarcastic,grad+subj+pos,nice,4
33691,A,13,bouquet,messy,declarative,grad+subj+neg,approve,1
33691,A,14,bouquet,messy,declarative,grad+subj+neg,mean,2
33691,A,15,bouquet,messy,declarative,grad+subj+neg,nice,3
33691,A,16,question,silly,sarcastic,grad+subj+neg,approve,1
33691,A,17,question,silly,sarcastic,grad+subj+neg,mean,2
33691,A,18,question,silly,sarcastic,grad+subj+neg,nice,2
33691,A,19,dish,lobster,declarative,–grad–subj,approve,1
33691,A,20,dish,lobster,declarative,–grad–subj,mean,2
33691,A,21,dish,lobster,declarative,–grad–subj,nice,3
33691,A,22,shirt,spotted,sarcastic,–grad–subj,approve,1
33691,A,23,shirt,spotted,sarcastic,–grad–subj,mean,2
33691,A,24,shirt,spotted,sarcastic,–grad–subj,nice,2
33691,A,25,story,funny,declarative,grad+subj+pos,approve,2
33691,A,26,story,funny,declarative,grad+subj+pos,mean,2
33691,A,27,story,funny,declarative,grad+subj+pos,nice,4
33691,A,28,tool,useful,sarcastic,grad+subj+pos,approve,1
33691,A,29,tool,useful,sarcastic,grad+subj+pos,mean,1
33691,A,30,tool,useful,sarcastic,grad+subj+pos,nice,2
33691,A,31,hole,careless,declarative,grad+subj+neg,approve,1
33691,A,32,hole,careless,declarative,grad+subj+neg,mean,2
33691,A,33,hole,careless,declarative,grad+subj+neg,nice,3
33691,A,34,solution,bossy,sarcastic,grad+subj+neg,approve,1
33691,A,35,solution,bossy,sarcastic,grad+subj+neg,mean,2
33691,A,36,solution,bossy,sarcastic,grad+subj+neg,nice,3
33691,A,37,novel,fiction,declarative,–grad–subj,approve,1
33691,A,38,novel,fiction,declarative,–grad–subj,mean,2
33691,A,39,novel,fiction,declarative,–grad–subj,nice,3
33691,A,40,video,tiktok,sarcastic,–grad–subj,approve,1
33691,A,41,video,tiktok,sarcastic,–grad–subj,mean,2
33691,A,42,video,tiktok,sarcastic,–grad–subj,nice,3
28969,B,1,book,n/a,declarative,training1 neg,approve,1
28969,B,2,book,n/a,declarative,training1 neg,mean,2
28969,B,3,book,n/a,declarative,training1 neg,nice,3
28969,B,4,recital,n/a,declarative,training2 pos,approve,2
28969,B,5,recital,n/a,declarative,training2 pos,mean,2
28969,B,6,recital,n/a,declarative,training2 pos,nice,1
28969,B,7,cake,yummy,sarcastic,grad+subj+pos,approve,1
28969,B,8,cake,yummy,sarcastic,grad+subj+pos,mean,1
28969,B,9,cake,yummy,sarcastic,grad+subj+pos,nice,4
28969,B,10,gift,awful,declarative,grad+subj+neg,approve,1
28969,B,11,gift,awful,declarative,grad+subj+neg,mean,2
28969,B,12,gift,awful,declarative,grad+subj+neg,nice,1
28969,B,13,bouquet,messy,sarcastic,grad+subj+neg,approve,1
28969,B,14,bouquet,messy,sarcastic,grad+subj+neg,mean,2
28969,B,15,bouquet,messy,sarcastic,grad+subj+neg,nice,2
28969,B,16,question,review,declarative,–grad–subj,approve,1
28969,B,17,question,review,declarative,–grad–subj,mean,2
28969,B,18,question,review,declarative,–grad–subj,nice,2
28969,B,19,dish,lobster,sarcastic,–grad–subj,approve,1
28969,B,20,dish,lobster,sarcastic,–grad–subj,mean,2
28969,B,21,dish,lobster,sarcastic,–grad–subj,nice,2
28969,B,22,shirt,lovely,declarative,grad+subj+pos,approve,2
28969,B,23,shirt,lovely,declarative,grad+subj+pos,mean,2
28969,B,24,shirt,lovely,declarative,grad+subj+pos,nice,5
28969,B,25,story,funny,sarcastic,grad+subj+pos,approve,2
28969,B,26,story,funny,sarcastic,grad+subj+pos,mean,2
28969,B,27,story,funny,sarcastic,grad+subj+pos,nice,4
28969,B,28,tool,useless,declarative,grad+subj+neg,approve,1
28969,B,29,tool,useless,declarative,grad+subj+neg,mean,2
28969,B,30,tool,useless,declarative,grad+subj+neg,nice,1
28969,B,31,hole,careless,sarcastic,grad+subj+neg,approve,1
28969,B,32,hole,careless,sarcastic,grad+subj+neg,mean,2
28969,B,33,hole,careless,sarcastic,grad+subj+neg,nice,2
28969,B,34,solution,partial,declarative,–grad–subj,approve,1
28969,B,35,solution,partial,declarative,–grad–subj,mean,2
28969,B,36,solution,partial,declarative,–grad–subj,nice,3
28969,B,37,novel,fiction,sarcastic,–grad–subj,approve,1
28969,B,38,novel,fiction,sarcastic,–grad–subj,mean,2
28969,B,39,novel,fiction,sarcastic,–grad–subj,nice,3
28969,B,40,video,witty,declarative,grad+subj+pos,approve,2
28969,B,41,video,witty,declarative,grad+subj+pos,mean,2
28969,B,42,video,witty,declarative,grad+subj+pos,nice,4
31981,B,1,book,n/a,declarative,training1 neg,approve,1
31981,B,2,book,n/a,declarative,training1 neg,mean,2
31981,B,3,book,n/a,declarative,training1 neg,nice,3
31981,B,4,recital,n/a,declarative,training2 pos,approve,2
31981,B,5,recital,n/a,declarative,training2 pos,mean,2
31981,B,6,recital,n/a,declarative,training2 pos,nice,3
31981,B,7,cake,yummy,sarcastic,grad+subj+pos,approve,1
31981,B,8,cake,yummy,sarcastic,grad+subj+pos,mean,1
31981,B,9,cake,yummy,sarcastic,grad+subj+pos,nice,5
31981,B,10,gift,awful,declarative,grad+subj+neg,approve,1
31981,B,11,gift,awful,declarative,grad+subj+neg,mean,2
31981,B,12,gift,awful,declarative,grad+subj+neg,nice,2
31981,B,13,bouquet,messy,sarcastic,grad+subj+neg,approve,1
31981,B,14,bouquet,messy,sarcastic,grad+subj+neg,mean,1
31981,B,15,bouquet,messy,sarcastic,grad+subj+neg,nice,2
31981,B,16,question,review,declarative,–grad–subj,approve,1
31981,B,17,question,review,declarative,–grad–subj,mean,2
31981,B,18,question,review,declarative,–grad–subj,nice,3
31981,B,19,dish,lobster,sarcastic,–grad–subj,approve,1
31981,B,20,dish,lobster,sarcastic,–grad–subj,mean,2
31981,B,21,dish,lobster,sarcastic,–grad–subj,nice,2
31981,B,22,shirt,lovely,declarative,grad+subj+pos,approve,2
31981,B,23,shirt,lovely,declarative,grad+subj+pos,mean,2
31981,B,24,shirt,lovely,declarative,grad+subj+pos,nice,4
31981,B,25,story,funny,sarcastic,grad+subj+pos,approve,1
31981,B,26,story,funny,sarcastic,grad+subj+pos,mean,1
31981,B,27,story,funny,sarcastic,grad+subj+pos,nice,4
31981,B,28,tool,useless,declarative,grad+subj+neg,approve,1
31981,B,29,tool,useless,declarative,grad+subj+neg,mean,1
31981,B,30,tool,useless,declarative,grad+subj+neg,nice,3
31981,B,31,hole,careless,sarcastic,grad+subj+neg,approve,1
31981,B,32,hole,careless,sarcastic,grad+subj+neg,mean,2
31981,B,33,hole,careless,sarcastic,grad+subj+neg,nice,3
31981,B,34,solution,partial,declarative,–grad–subj,approve,1
31981,B,35,solution,partial,declarative,–grad–subj,mean,2
31981,B,36,solution,partial,declarative,–grad–subj,nice,3
31981,B,37,novel,fiction,sarcastic,–grad–subj,approve,1
31981,B,38,novel,fiction,sarcastic,–grad–subj,mean,2
31981,B,39,novel,fiction,sarcastic,–grad–subj,nice,2
31981,B,40,video,witty,declarative,grad+subj+pos,approve,2
31981,B,41,video,witty,declarative,grad+subj+pos,mean,2
31981,B,42,video,witty,declarative,grad+subj+pos,nice,3
33424,B,1,book,n/a,declarative,training1 neg,approve,1
33424,B,2,book,n/a,declarative,training1 neg,mean,2
33424,B,3,book,n/a,declarative,training1 neg,nice,3
33424,B,4,recital,n/a,declarative,training2 pos,approve,2
33424,B,5,recital,n/a,declarative,training2 pos,mean,2
33424,B,6,recital,n/a,declarative,training2 pos,nice,1
33424,B,7,cake,yummy,sarcastic,grad+subj+pos,approve,2
33424,B,8,cake,yummy,sarcastic,grad+subj+pos,mean,2
33424,B,9,cake,yummy,sarcastic,grad+subj+pos,nice,4
33424,B,10,gift,awful,declarative,grad+subj+neg,approve,1
33424,B,11,gift,awful,declarative,grad+subj+neg,mean,2
33424,B,12,gift,awful,declarative,grad+subj+neg,nice,2
33424,B,13,bouquet,messy,sarcastic,grad+subj+neg,approve,2
33424,B,14,bouquet,messy,sarcastic,grad+subj+neg,mean,1
33424,B,15,bouquet,messy,sarcastic,grad+subj+neg,nice,4
33424,B,16,question,review,declarative,–grad–subj,approve,1
33424,B,17,question,review,declarative,–grad–subj,mean,2
33424,B,18,question,review,declarative,–grad–subj,nice,2
33424,B,19,dish,lobster,sarcastic,–grad–subj,approve,1
33424,B,20,dish,lobster,sarcastic,–grad–subj,mean,2
33424,B,21,dish,lobster,sarcastic,–grad–subj,nice,2
33424,B,22,shirt,lovely,declarative,grad+subj+pos,approve,2
33424,B,23,shirt,lovely,declarative,grad+subj+pos,mean,1
33424,B,24,shirt,lovely,declarative,grad+subj+pos,nice,5
33424,B,25,story,funny,sarcastic,grad+subj+pos,approve,2
33424,B,26,story,funny,sarcastic,grad+subj+pos,mean,2
33424,B,27,story,funny,sarcastic,grad+subj+pos,nice,5
33424,B,28,tool,useless,declarative,grad+subj+neg,approve,1
33424,B,29,tool,useless,declarative,grad+subj+neg,mean,2
33424,B,30,tool,useless,declarative,grad+subj+neg,nice,1
33424,B,31,hole,careless,sarcastic,grad+subj+neg,approve,1
33424,B,32,hole,careless,sarcastic,grad+subj+neg,mean,2
33424,B,33,hole,careless,sarcastic,grad+subj+neg,nice,1
33424,B,34,solution,partial,declarative,–grad–subj,approve,2
33424,B,35,solution,partial,declarative,–grad–subj,mean,2
33424,B,36,solution,partial,declarative,–grad–subj,nice,4
33424,B,37,novel,fiction,sarcastic,–grad–subj,approve,1
33424,B,38,novel,fiction,sarcastic,–grad–subj,mean,2
33424,B,39,novel,fiction,sarcastic,–grad–subj,nice,2
33424,B,40,video,witty,declarative,grad+subj+pos,approve,1
33424,B,41,video,witty,declarative,grad+subj+pos,mean,1
33424,B,42,video,witty,declarative,grad+subj+pos,nice,3
26572,B,1,book,n/a,declarative,training1 neg,approve,1
26572,B,2,book,n/a,declarative,training1 neg,mean,2
26572,B,3,book,n/a,declarative,training1 neg,nice,3
26572,B,4,recital,n/a,declarative,training2 pos,approve,2
26572,B,5,recital,n/a,declarative,training2 pos,mean,2
26572,B,6,recital,n/a,declarative,training2 pos,nice,1
26572,B,7,cake,yummy,sarcastic,grad+subj+pos,approve,1
26572,B,8,cake,yummy,sarcastic,grad+subj+pos,mean,1
26572,B,9,cake,yummy,sarcastic,grad+subj+pos,nice,2
26572,B,10,gift,awful,declarative,grad+subj+neg,approve,1
26572,B,11,gift,awful,declarative,grad+subj+neg,mean,2
26572,B,12,gift,awful,declarative,grad+subj+neg,nice,1
26572,B,13,bouquet,messy,sarcastic,grad+subj+neg,approve,1
26572,B,14,bouquet,messy,sarcastic,grad+subj+neg,mean,1
26572,B,15,bouquet,messy,sarcastic,grad+subj+neg,nice,2
26572,B,16,question,review,declarative,–grad–subj,approve,1
26572,B,17,question,review,declarative,–grad–subj,mean,2
26572,B,18,question,review,declarative,–grad–subj,nice,4
26572,B,19,dish,lobster,sarcastic,–grad–subj,approve,1
26572,B,20,dish,lobster,sarcastic,–grad–subj,mean,1
26572,B,21,dish,lobster,sarcastic,–grad–subj,nice,3
26572,B,22,shirt,lovely,declarative,grad+subj+pos,approve,2
26572,B,23,shirt,lovely,declarative,grad+subj+pos,mean,2
26572,B,24,shirt,lovely,declarative,grad+subj+pos,nice,5
26572,B,25,story,funny,sarcastic,grad+subj+pos,approve,1
26572,B,26,story,funny,sarcastic,grad+subj+pos,mean,1
26572,B,27,story,funny,sarcastic,grad+subj+pos,nice,3
26572,B,28,tool,useless,declarative,grad+subj+neg,approve,1
26572,B,29,tool,useless,declarative,grad+subj+neg,mean,2
26572,B,30,tool,useless,declarative,grad+subj+neg,nice,2
26572,B,31,hole,careless,sarcastic,grad+subj+neg,approve,1
26572,B,32,hole,careless,sarcastic,grad+subj+neg,mean,2
26572,B,33,hole,careless,sarcastic,grad+subj+neg,nice,3
26572,B,34,solution,partial,declarative,–grad–subj,approve,1
26572,B,35,solution,partial,declarative,–grad–subj,mean,1
26572,B,36,solution,partial,declarative,–grad–subj,nice,2
26572,B,37,novel,fiction,sarcastic,–grad–subj,approve,1
26572,B,38,novel,fiction,sarcastic,–grad–subj,mean,2
26572,B,39,novel,fiction,sarcastic,–grad–subj,nice,4
26572,B,40,video,witty,declarative,grad+subj+pos,approve,2
26572,B,41,video,witty,declarative,grad+subj+pos,mean,2
26572,B,42,video,witty,declarative,grad+subj+pos,nice,4
32821,B,1,book,n/a,declarative,training1 neg,approve,1
32821,B,2,book,n/a,declarative,training1 neg,mean,2
32821,B,3,book,n/a,declarative,training1 neg,nice,4
