"","response","intonation","modifier_type","subject.ID","trial_object","probe_type","trial_modifier","group"
"108","1","sarcastic","–grad–subj","30379","video","mean","tiktok","adults"
"109","0","declarative","grad+subj+pos","28267","cake","mean","yummy","adults"
"110","1","sarcastic","grad+subj+pos","28267","gift","mean","awesome","adults"
"111","1","declarative","grad+subj+neg","28267","bouquet","mean","messy","adults"
"112","1","sarcastic","grad+subj+neg","28267","question","mean","silly","adults"
"113","1","declarative","–grad–subj","28267","dish","mean","lobster","adults"
"114","1","sarcastic","–grad–subj","28267","shirt","mean","spotted","adults"
"115","1","declarative","grad+subj+pos","28267","story","mean","funny","adults"
"116","1","sarcastic","grad+subj+pos","28267","tool","mean","useful","adults"
"117","1","declarative","grad+subj+neg","28267","hole","mean","careless","adults"
"118","1","sarcastic","grad+subj+neg","28267","solution","mean","bossy","adults"
"119","1","declarative","–grad–subj","28267","novel","mean","fiction","adults"
"120","1","sarcastic","–grad–subj","28267","video","mean","tiktok","adults"
"121","0","declarative","grad+subj+pos","26122","cake","mean","yummy","adults"
"122","0","sarcastic","grad+subj+pos","26122","gift","mean","awesome","adults"
"123","1","declarative","grad+subj+neg","26122","bouquet","mean","messy","adults"
"124","1","sarcastic","grad+subj+neg","26122","question","mean","silly","adults"
"125","1","declarative","–grad–subj","26122","dish","mean","lobster","adults"
"126","1","sarcastic","–grad–subj","26122","shirt","mean","spotted","adults"
"127","1","declarative","grad+subj+pos","26122","story","mean","funny","adults"
"128","1","sarcastic","grad+subj+pos","26122","tool","mean","useful","adults"
"129","1","declarative","grad+subj+neg","26122","hole","mean","careless","adults"
"130","1","sarcastic","grad+subj+neg","26122","solution","mean","bossy","adults"
"131","1","declarative","–grad–subj","26122","novel","mean","fiction","adults"
"132","1","sarcastic","–grad–subj","26122","video","mean","tiktok","adults"
"133","0","declarative","grad+subj+pos","30634","cake","mean","yummy","adults"
"134","1","sarcastic","grad+subj+pos","30634","gift","mean","awesome","adults"
"135","1","declarative","grad+subj+neg","30634","bouquet","mean","messy","adults"
"136","1","sarcastic","grad+subj+neg","30634","question","mean","silly","adults"
"137","1","declarative","–grad–subj","30634","dish","mean","lobster","adults"
"138","1","sarcastic","–grad–subj","30634","shirt","mean","spotted","adults"
"139","1","declarative","grad+subj+pos","30634","story","mean","funny","adults"
"140","1","sarcastic","grad+subj+pos","30634","tool","mean","useful","adults"
"141","1","declarative","grad+subj+neg","30634","hole","mean","careless","adults"
"142","1","sarcastic","grad+subj+neg","30634","solution","mean","bossy","adults"
"143","1","declarative","–grad–subj","30634","novel","mean","fiction","adults"
"144","1","sarcastic","–grad–subj","30634","video","mean","tiktok","adults"
"145","1","declarative","grad+subj+pos","27922","cake","mean","yummy","adults"
"146","0","sarcastic","grad+subj+pos","27922","gift","mean","awesome","adults"
"147","1","declarative","grad+subj+neg","27922","bouquet","mean","messy","adults"
"148","1","sarcastic","grad+subj+neg","27922","question","mean","silly","adults"
"149","0","declarative","–grad–subj","27922","dish","mean","lobster","adults"
"150","1","sarcastic","–grad–subj","27922","shirt","mean","spotted","adults"
"151","1","declarative","grad+subj+pos","27922","story","mean","funny","adults"
"152","0","sarcastic","grad+subj+pos","27922","tool","mean","useful","adults"
"153","1","declarative","grad+subj+neg","27922","hole","mean","careless","adults"
"154","1","sarcastic","grad+subj+neg","27922","solution","mean","bossy","adults"
"155","1","declarative","–grad–subj","27922","novel","mean","fiction","adults"
"156","0","sarcastic","–grad–subj","27922","video","mean","tiktok","adults"
"157","1","declarative","grad+subj+pos","26749","cake","mean","yummy","adults"
"158","0","sarcastic","grad+subj+pos","26749","gift","mean","awesome","adults"
"159","1","declarative","grad+subj+neg","26749","bouquet","mean","messy","adults"
"160","1","sarcastic","grad+subj+neg","26749","question","mean","silly","adults"
"161","1","declarative","–grad–subj","26749","dish","mean","lobster","adults"
"162","1","sarcastic","–grad–subj","26749","shirt","mean","spotted","adults"
"163","1","declarative","grad+subj+pos","26749","story","mean","funny","adults"
"164","0","sarcastic","grad+subj+pos","26749","tool","mean","useful","adults"
"165","1","declarative","grad+subj+neg","26749","hole","mean","careless","adults"
"166","1","sarcastic","grad+subj+neg","26749","solution","mean","bossy","adults"
"167","1","declarative","–grad–subj","26749","novel","mean","fiction","adults"
"168","1","sarcastic","–grad–subj","26749","video","mean","tiktok","adults"
"169","0","declarative","grad+subj+pos","31666","cake","mean","yummy","adults"
"170","0","sarcastic","grad+subj+pos","31666","gift","mean","awesome","adults"
"171","0","declarative","grad+subj+neg","31666","bouquet","mean","messy","adults"
"172","1","sarcastic","grad+subj+neg","31666","question","mean","silly","adults"
"173","1","declarative","–grad–subj","31666","dish","mean","lobster","adults"
"174","1","sarcastic","–grad–subj","31666","shirt","mean","spotted","adults"
"175","1","declarative","grad+subj+pos","31666","story","mean","funny","adults"
"176","1","sarcastic","grad+subj+pos","31666","tool","mean","useful","adults"
"177","1","declarative","grad+subj+neg","31666","hole","mean","careless","adults"
"178","1","sarcastic","grad+subj+neg","31666","solution","mean","bossy","adults"
"179","1","declarative","–grad–subj","31666","novel","mean","fiction","adults"
"180","1","sarcastic","–grad–subj","31666","video","mean","tiktok","adults"
"181","1","declarative","grad+subj+pos","32257","cake","mean","yummy","adults"
"182","1","sarcastic","grad+subj+pos","32257","gift","mean","awesome","adults"
"183","1","declarative","grad+subj+neg","32257","bouquet","mean","messy","adults"
"184","1","sarcastic","grad+subj+neg","32257","question","mean","silly","adults"
"185","1","declarative","–grad–subj","32257","dish","mean","lobster","adults"
"186","1","sarcastic","–grad–subj","32257","shirt","mean","spotted","adults"
"187","1","declarative","grad+subj+pos","32257","story","mean","funny","adults"
"188","1","sarcastic","grad+subj+pos","32257","tool","mean","useful","adults"
"189","1","declarative","grad+subj+neg","32257","hole","mean","careless","adults"
"190","1","sarcastic","grad+subj+neg","32257","solution","mean","bossy","adults"
"191","1","declarative","–grad–subj","32257","novel","mean","fiction","adults"
"192","1","sarcastic","–grad–subj","32257","video","mean","tiktok","adults"
"193","1","declarative","grad+subj+pos","29974","cake","mean","yummy","adults"
"194","1","sarcastic","grad+subj+pos","29974","gift","mean","awesome","adults"
"195","0","declarative","grad+subj+neg","29974","bouquet","mean","messy","adults"
"196","1","sarcastic","grad+subj+neg","29974","question","mean","silly","adults"
"197","1","declarative","–grad–subj","29974","dish","mean","lobster","adults"
"198","0","sarcastic","–grad–subj","29974","shirt","mean","spotted","adults"
"199","1","declarative","grad+subj+pos","29974","story","mean","funny","adults"
"200","1","sarcastic","grad+subj+pos","29974","tool","mean","useful","adults"
"201","1","declarative","grad+subj+neg","29974","hole","mean","careless","adults"
"202","1","sarcastic","grad+subj+neg","29974","solution","mean","bossy","adults"
"203","1","declarative","–grad–subj","29974","novel","mean","fiction","adults"
"204","1","sarcastic","–grad–subj","29974","video","mean","tiktok","adults"
"205","1","declarative","grad+subj+pos","29962","cake","mean","yummy","adults"
"206","1","sarcastic","grad+subj+pos","29962","gift","mean","awesome","adults"
"207","1","declarative","grad+subj+neg","29962","bouquet","mean","messy","adults"
"208","1","sarcastic","grad+subj+neg","29962","question","mean","silly","adults"
"209","1","declarative","–grad–subj","29962","dish","mean","lobster","adults"
"210","1","sarcastic","–grad–subj","29962","shirt","mean","spotted","adults"
"211","1","declarative","grad+subj+pos","29962","story","mean","funny","adults"
"212","1","sarcastic","grad+subj+pos","29962","tool","mean","useful","adults"
"213","1","declarative","grad+subj+neg","29962","hole","mean","careless","adults"
"214","1","sarcastic","grad+subj+neg","29962","solution","mean","bossy","adults"
"215","1","declarative","–grad–subj","29962","novel","mean","fiction","adults"
"216","1","sarcastic","–grad–subj","29962","video","mean","tiktok","adults"
"217","1","declarative","grad+subj+pos","32317","cake","mean","yummy","adults"
"218","1","sarcastic","grad+subj+pos","32317","gift","mean","awesome","adults"
"219","1","declarative","grad+subj+neg","32317","bouquet","mean","messy","adults"
"220","1","sarcastic","grad+subj+neg","32317","question","mean","silly","adults"
"221","1","declarative","–grad–subj","32317","dish","mean","lobster","adults"
"222","1","sarcastic","–grad–subj","32317","shirt","mean","spotted","adults"
"223","1","declarative","grad+subj+pos","32317","story","mean","funny","adults"
"224","1","sarcastic","grad+subj+pos","32317","tool","mean","useful","adults"
"225","1","declarative","grad+subj+neg","32317","hole","mean","careless","adults"
"226","1","sarcastic","grad+subj+neg","32317","solution","mean","bossy","adults"
"227","1","declarative","–grad–subj","32317","novel","mean","fiction","adults"
"228","1","sarcastic","–grad–subj","32317","video","mean","tiktok","adults"
"229","0","declarative","grad+subj+pos","33574","cake","mean","yummy","adults"
"230","0","sarcastic","grad+subj+pos","33574","gift","mean","awesome","adults"
"231","1","declarative","grad+subj+neg","33574","bouquet","mean","messy","adults"
"232","1","sarcastic","grad+subj+neg","33574","question","mean","silly","adults"
"233","1","declarative","–grad–subj","33574","dish","mean","lobster","adults"
"234","1","sarcastic","–grad–subj","33574","shirt","mean","spotted","adults"
"235","1","declarative","grad+subj+pos","33574","story","mean","funny","adults"
"236","0","sarcastic","grad+subj+pos","33574","tool","mean","useful","adults"
"237","1","declarative","grad+subj+neg","33574","hole","mean","careless","adults"
"238","1","sarcastic","grad+subj+neg","33574","solution","mean","bossy","adults"
"239","1","declarative","–grad–subj","33574","novel","mean","fiction","adults"
"240","1","sarcastic","–grad–subj","33574","video","mean","tiktok","adults"
"241","1","declarative","grad+subj+pos","28999","cake","mean","yummy","adults"
"242","1","sarcastic","grad+subj+pos","28999","gift","mean","awesome","adults"
"243","1","declarative","grad+subj+neg","28999","bouquet","mean","messy","adults"
"244","0","sarcastic","grad+subj+neg","28999","question","mean","silly","adults"
"245","0","declarative","–grad–subj","28999","dish","mean","lobster","adults"
"246","0","sarcastic","–grad–subj","28999","shirt","mean","spotted","adults"
"247","1","declarative","grad+subj+pos","28999","story","mean","funny","adults"
"248","1","sarcastic","grad+subj+pos","28999","tool","mean","useful","adults"
"249","1","declarative","grad+subj+neg","28999","hole","mean","careless","adults"
"250","1","sarcastic","grad+subj+neg","28999","solution","mean","bossy","adults"
"251","0","declarative","–grad–subj","28999","novel","mean","fiction","adults"
"252","0","sarcastic","–grad–subj","28999","video","mean","tiktok","adults"
"253","1","declarative","grad+subj+pos","33667","cake","mean","yummy","adults"
"254","0","sarcastic","grad+subj+pos","33667","gift","mean","awesome","adults"
"255","1","declarative","grad+subj+neg","33667","bouquet","mean","messy","adults"
"256","1","sarcastic","grad+subj+neg","33667","question","mean","silly","adults"
"257","1","declarative","–grad–subj","33667","dish","mean","lobster","adults"
"258","1","sarcastic","–grad–subj","33667","shirt","mean","spotted","adults"
"259","1","declarative","grad+subj+pos","33667","story","mean","funny","adults"
"260","1","sarcastic","grad+subj+pos","33667","tool","mean","useful","adults"
"261","0","declarative","grad+subj+neg","33667","hole","mean","careless","adults"
"262","1","sarcastic","grad+subj+neg","33667","solution","mean","bossy","adults"
"263","0","declarative","–grad–subj","33667","novel","mean","fiction","adults"
"264","1","sarcastic","–grad–subj","33667","video","mean","tiktok","adults"
"265","0","declarative","grad+subj+pos","27901","cake","mean","yummy","adults"
"266","1","sarcastic","grad+subj+pos","27901","gift","mean","awesome","adults"
"267","1","declarative","grad+subj+neg","27901","bouquet","mean","messy","adults"
"268","1","sarcastic","grad+subj+neg","27901","question","mean","silly","adults"
"269","1","declarative","–grad–subj","27901","dish","mean","lobster","adults"
"270","1","sarcastic","–grad–subj","27901","shirt","mean","spotted","adults"
"271","1","declarative","grad+subj+pos","27901","story","mean","funny","adults"
"272","0","sarcastic","grad+subj+pos","27901","tool","mean","useful","adults"
"273","1","declarative","grad+subj+neg","27901","hole","mean","careless","adults"
"274","1","sarcastic","grad+subj+neg","27901","solution","mean","bossy","adults"
"275","1","declarative","–grad–subj","27901","novel","mean","fiction","adults"
"276","1","sarcastic","–grad–subj","27901","video","mean","tiktok","adults"
"277","1","declarative","grad+subj+pos","32950","cake","mean","yummy","adults"
"278","0","sarcastic","grad+subj+pos","32950","gift","mean","awesome","adults"
"279","1","declarative","grad+subj+neg","32950","bouquet","mean","messy","adults"
"280","1","sarcastic","grad+subj+neg","32950","question","mean","silly","adults"
"281","1","declarative","–grad–subj","32950","dish","mean","lobster","adults"
"282","1","sarcastic","–grad–subj","32950","shirt","mean","spotted","adults"
"283","1","declarative","grad+subj+pos","32950","story","mean","funny","adults"
"284","1","sarcastic","grad+subj+pos","32950","tool","mean","useful","adults"
"285","1","declarative","grad+subj+neg","32950","hole","mean","careless","adults"
"286","1","sarcastic","grad+subj+neg","32950","solution","mean","bossy","adults"
"287","1","declarative","–grad–subj","32950","novel","mean","fiction","adults"
"288","1","sarcastic","–grad–subj","32950","video","mean","tiktok","adults"
"289","0","declarative","grad+subj+pos","33520","cake","mean","yummy","adults"
"290","1","sarcastic","grad+subj+pos","33520","gift","mean","awesome","adults"
"291","1","declarative","grad+subj+neg","33520","bouquet","mean","messy","adults"
"292","1","sarcastic","grad+subj+neg","33520","question","mean","silly","adults"
"293","1","declarative","–grad–subj","33520","dish","mean","lobster","adults"
"294","1","sarcastic","–grad–subj","33520","shirt","mean","spotted","adults"
"295","1","declarative","grad+subj+pos","33520","story","mean","funny","adults"
"296","1","sarcastic","grad+subj+pos","33520","tool","mean","useful","adults"
"297","1","declarative","grad+subj+neg","33520","hole","mean","careless","adults"
"298","1","sarcastic","grad+subj+neg","33520","solution","mean","bossy","adults"
"299","1","declarative","–grad–subj","33520","novel","mean","fiction","adults"
"300","1","sarcastic","–grad–subj","33520","video","mean","tiktok","adults"
"301","0","declarative","grad+subj+pos","33691","cake","mean","yummy","adults"
"302","0","sarcastic","grad+subj+pos","33691","gift","mean","awesome","adults"
"303","1","declarative","grad+subj+neg","33691","bouquet","mean","messy","adults"
"304","1","sarcastic","grad+subj+neg","33691","question","mean","silly","adults"
"305","1","declarative","–grad–subj","33691","dish","mean","lobster","adults"
"306","1","sarcastic","–grad–subj","33691","shirt","mean","spotted","adults"
"307","1","declarative","grad+subj+pos","33691","story","mean","funny","adults"
"308","0","sarcastic","grad+subj+pos","33691","tool","mean","useful","adults"
"309","1","declarative","grad+subj+neg","33691","hole","mean","careless","adults"
"310","1","sarcastic","grad+subj+neg","33691","solution","mean","bossy","adults"
"311","1","declarative","–grad–subj","33691","novel","mean","fiction","adults"
"312","1","sarcastic","–grad–subj","33691","video","mean","tiktok","adults"
"313","0","sarcastic","grad+subj+pos","28969","cake","mean","yummy","adults"
"314","1","declarative","grad+subj+neg","28969","gift","mean","awful","adults"
"315","1","sarcastic","grad+subj+neg","28969","bouquet","mean","messy","adults"
"316","1","declarative","–grad–subj","28969","question","mean","review","adults"
"317","1","sarcastic","–grad–subj","28969","dish","mean","lobster","adults"
"318","1","declarative","grad+subj+pos","28969","shirt","mean","lovely","adults"
"319","1","sarcastic","grad+subj+pos","28969","story","mean","funny","adults"
"320","1","declarative","grad+subj+neg","28969","tool","mean","useless","adults"
"321","1","sarcastic","grad+subj+neg","28969","hole","mean","careless","adults"
"322","1","declarative","–grad–subj","28969","solution","mean","partial","adults"
"323","1","sarcastic","–grad–subj","28969","novel","mean","fiction","adults"
"324","1","declarative","grad+subj+pos","28969","video","mean","witty","adults"
"325","0","sarcastic","grad+subj+pos","31981","cake","mean","yummy","adults"
"326","1","declarative","grad+subj+neg","31981","gift","mean","awful","adults"
"327","0","sarcastic","grad+subj+neg","31981","bouquet","mean","messy","adults"
"328","1","declarative","–grad–subj","31981","question","mean","review","adults"
"329","1","sarcastic","–grad–subj","31981","dish","mean","lobster","adults"
"330","1","declarative","grad+subj+pos","31981","shirt","mean","lovely","adults"
"331","0","sarcastic","grad+subj+pos","31981","story","mean","funny","adults"
"332","0","declarative","grad+subj+neg","31981","tool","mean","useless","adults"
"333","1","sarcastic","grad+subj+neg","31981","hole","mean","careless","adults"
"334","1","declarative","–grad–subj","31981","solution","mean","partial","adults"
"335","1","sarcastic","–grad–subj","31981","novel","mean","fiction","adults"
"336","1","declarative","grad+subj+pos","31981","video","mean","witty","adults"
"337","1","sarcastic","grad+subj+pos","33424","cake","mean","yummy","adults"
"338","1","declarative","grad+subj+neg","33424","gift","mean","awful","adults"
"339","0","sarcastic","grad+subj+neg","33424","bouquet","mean","messy","adults"
"340","1","declarative","–grad–subj","33424","question","mean","review","adults"
"341","1","sarcastic","–grad–subj","33424","dish","mean","lobster","adults"
"342","0","declarative","grad+subj+pos","33424","shirt","mean","lovely","adults"
"343","1","sarcastic","grad+subj+pos","33424","story","mean","funny","adults"
"344","1","declarative","grad+subj+neg","33424","tool","mean","useless","adults"
"345","1","sarcastic","grad+subj+neg","33424","hole","mean","careless","adults"
"346","1","declarative","–grad–subj","33424","solution","mean","partial","adults"
"347","1","sarcastic","–grad–subj","33424","novel","mean","fiction","adults"
"348","0","declarative","grad+subj+pos","33424","video","mean","witty","adults"
"349","0","sarcastic","grad+subj+pos","26572","cake","mean","yummy","adults"
"350","1","declarative","grad+subj+neg","26572","gift","mean","awful","adults"
"351","0","sarcastic","grad+subj+neg","26572","bouquet","mean","messy","adults"
"352","1","declarative","–grad–subj","26572","question","mean","review","adults"
"353","0","sarcastic","–grad–subj","26572","dish","mean","lobster","adults"
"354","1","declarative","grad+subj+pos","26572","shirt","mean","lovely","adults"
"355","0","sarcastic","grad+subj+pos","26572","story","mean","funny","adults"
"356","1","declarative","grad+subj+neg","26572","tool","mean","useless","adults"
"357","1","sarcastic","grad+subj+neg","26572","hole","mean","careless","adults"
"358","0","declarative","–grad–subj","26572","solution","mean","partial","adults"
"359","1","sarcastic","–grad–subj","26572","novel","mean","fiction","adults"
"360","1","declarative","grad+subj+pos","26572","video","mean","witty","adults"
"361","0","sarcastic","grad+subj+pos","32821","cake","mean","yummy","adults"
"362","1","declarative","grad+subj+neg","32821","gift","mean","awful","adults"
"363","0","sarcastic","grad+subj+neg","32821","bouquet","mean","messy","adults"
"364","0","declarative","–grad–subj","32821","question","mean","review","adults"
"365","1","sarcastic","–grad–subj","32821","dish","mean","lobster","adults"
"366","0","declarative","grad+subj+pos","32821","shirt","mean","lovely","adults"
"367","0","sarcastic","grad+subj+pos","32821","story","mean","funny","adults"
"368","1","declarative","grad+subj+neg","32821","tool","mean","useless","adults"
"369","1","sarcastic","grad+subj+neg","32821","hole","mean","careless","adults"
"370","1","declarative","–grad–subj","32821","solution","mean","partial","adults"
"371","0","sarcastic","–grad–subj","32821","novel","mean","fiction","adults"
"372","1","declarative","grad+subj+pos","32821","video","mean","witty","adults"
"373","1","sarcastic","grad+subj+pos","31939","cake","mean","yummy","adults"
"374","1","declarative","grad+subj+neg","31939","gift","mean","awful","adults"
"375","1","sarcastic","grad+subj+neg","31939","bouquet","mean","messy","adults"
"376","0","declarative","–grad–subj","31939","question","mean","review","adults"
"377","1","sarcastic","–grad–subj","31939","dish","mean","lobster","adults"
"378","1","declarative","grad+subj+pos","31939","shirt","mean","lovely","adults"
"379","1","sarcastic","grad+subj+pos","31939","story","mean","funny","adults"
"380","1","declarative","grad+subj+neg","31939","tool","mean","useless","adults"
"381","1","sarcastic","grad+subj+neg","31939","hole","mean","careless","adults"
"382","1","declarative","–grad–subj","31939","solution","mean","partial","adults"
"383","1","sarcastic","–grad–subj","31939","novel","mean","fiction","adults"
"384","1","declarative","grad+subj+pos","31939","video","mean","witty","adults"
"385","1","sarcastic","grad+subj+pos","30571","cake","mean","yummy","adults"
"386","1","declarative","grad+subj+neg","30571","gift","mean","awful","adults"
"387","1","sarcastic","grad+subj+neg","30571","bouquet","mean","messy","adults"
"388","1","declarative","–grad–subj","30571","question","mean","review","adults"
"389","0","sarcastic","–grad–subj","30571","dish","mean","lobster","adults"
"390","1","declarative","grad+subj+pos","30571","shirt","mean","lovely","adults"
"391","0","sarcastic","grad+subj+pos","30571","story","mean","funny","adults"
"392","1","declarative","grad+subj+neg","30571","tool","mean","useless","adults"
"393","1","sarcastic","grad+subj+neg","30571","hole","mean","careless","adults"
"394","1","declarative","–grad–subj","30571","solution","mean","partial","adults"
"395","1","sarcastic","–grad–subj","30571","novel","mean","fiction","adults"
"396","1","declarative","grad+subj+pos","30571","video","mean","witty","adults"
"397","1","sarcastic","grad+subj+pos","33115","cake","mean","yummy","adults"
"398","1","declarative","grad+subj+neg","33115","gift","mean","awful","adults"
