"","response","intonation","modifier_type","subject.ID","trial_object","probe_type","trial_modifier","group"
"30","0","sarcastic","–grad–subj","223762","shirt","approve","spotted","adults"
"31","1","declarative","grad+subj+pos","223762","story","approve","funny","adults"
"32","0","sarcastic","grad+subj+pos","223762","tool","approve","useful","adults"
"33","0","declarative","grad+subj+neg","223762","hole","approve","careless","adults"
"34","0","sarcastic","grad+subj+neg","223762","solution","approve","bossy","adults"
"35","0","declarative","–grad–subj","223762","novel","approve","fiction","adults"
"36","0","sarcastic","–grad–subj","223762","video","approve","tiktok","adults"
"37","1","declarative","grad+subj+pos","32554","cake","approve","yummy","adults"
"38","1","sarcastic","grad+subj+pos","32554","gift","approve","awesome","adults"
"39","0","declarative","grad+subj+neg","32554","bouquet","approve","messy","adults"
"40","0","sarcastic","grad+subj+neg","32554","question","approve","silly","adults"
"41","0","declarative","–grad–subj","32554","dish","approve","lobster","adults"
"42","0","sarcastic","–grad–subj","32554","shirt","approve","spotted","adults"
"43","1","declarative","grad+subj+pos","32554","story","approve","funny","adults"
"44","0","sarcastic","grad+subj+pos","32554","tool","approve","useful","adults"
"45","0","declarative","grad+subj+neg","32554","hole","approve","careless","adults"
"46","0","sarcastic","grad+subj+neg","32554","solution","approve","bossy","adults"
"47","0","declarative","–grad–subj","32554","novel","approve","fiction","adults"
"48","0","sarcastic","–grad–subj","32554","video","approve","tiktok","adults"
"49","1","declarative","grad+subj+pos","31693","cake","approve","yummy","adults"
"50","0","sarcastic","grad+subj+pos","31693","gift","approve","awesome","adults"
"51","0","declarative","grad+subj+neg","31693","bouquet","approve","messy","adults"
"52","0","sarcastic","grad+subj+neg","31693","question","approve","silly","adults"
"53","0","declarative","–grad–subj","31693","dish","approve","lobster","adults"
"54","0","sarcastic","–grad–subj","31693","shirt","approve","spotted","adults"
"55","1","declarative","grad+subj+pos","31693","story","approve","funny","adults"
"56","0","sarcastic","grad+subj+pos","31693","tool","approve","useful","adults"
"57","0","declarative","grad+subj+neg","31693","hole","approve","careless","adults"
"58","0","sarcastic","grad+subj+neg","31693","solution","approve","bossy","adults"
"59","0","declarative","–grad–subj","31693","novel","approve","fiction","adults"
"60","0","sarcastic","–grad–subj","31693","video","approve","tiktok","adults"
"61","1","declarative","grad+subj+pos","27292","cake","approve","yummy","adults"
"62","0","sarcastic","grad+subj+pos","27292","gift","approve","awesome","adults"
"63","1","declarative","grad+subj+neg","27292","bouquet","approve","messy","adults"
"64","1","sarcastic","grad+subj+neg","27292","question","approve","silly","adults"
"65","1","declarative","–grad–subj","27292","dish","approve","lobster","adults"
"66","1","sarcastic","–grad–subj","27292","shirt","approve","spotted","adults"
"67","0","declarative","grad+subj+pos","27292","story","approve","funny","adults"
"68","1","sarcastic","grad+subj+pos","27292","tool","approve","useful","adults"
"69","1","declarative","grad+subj+neg","27292","hole","approve","careless","adults"
"70","1","sarcastic","grad+subj+neg","27292","solution","approve","bossy","adults"
"71","1","declarative","–grad–subj","27292","novel","approve","fiction","adults"
"72","1","sarcastic","–grad–subj","27292","video","approve","tiktok","adults"
"73","1","declarative","grad+subj+pos","31942","cake","approve","yummy","adults"
"74","0","sarcastic","grad+subj+pos","31942","gift","approve","awesome","adults"
"75","0","declarative","grad+subj+neg","31942","bouquet","approve","messy","adults"
"76","0","sarcastic","grad+subj+neg","31942","question","approve","silly","adults"
"77","0","declarative","–grad–subj","31942","dish","approve","lobster","adults"
"78","0","sarcastic","–grad–subj","31942","shirt","approve","spotted","adults"
"79","1","declarative","grad+subj+pos","31942","story","approve","funny","adults"
"80","0","sarcastic","grad+subj+pos","31942","tool","approve","useful","adults"
"81","0","declarative","grad+subj+neg","31942","hole","approve","careless","adults"
"82","1","sarcastic","grad+subj+neg","31942","solution","approve","bossy","adults"
"83","1","declarative","–grad–subj","31942","novel","approve","fiction","adults"
"84","1","sarcastic","–grad–subj","31942","video","approve","tiktok","adults"
"85","1","declarative","grad+subj+pos","33073","cake","approve","yummy","adults"
"86","0","sarcastic","grad+subj+pos","33073","gift","approve","awesome","adults"
"87","0","declarative","grad+subj+neg","33073","bouquet","approve","messy","adults"
"88","0","sarcastic","grad+subj+neg","33073","question","approve","silly","adults"
"89","0","declarative","–grad–subj","33073","dish","approve","lobster","adults"
"90","0","sarcastic","–grad–subj","33073","shirt","approve","spotted","adults"
"91","1","declarative","grad+subj+pos","33073","story","approve","funny","adults"
"92","0","sarcastic","grad+subj+pos","33073","tool","approve","useful","adults"
"93","0","declarative","grad+subj+neg","33073","hole","approve","careless","adults"
"94","0","sarcastic","grad+subj+neg","33073","solution","approve","bossy","adults"
"95","0","declarative","–grad–subj","33073","novel","approve","fiction","adults"
"96","0","sarcastic","–grad–subj","33073","video","approve","tiktok","adults"
"97","1","declarative","grad+subj+pos","30379","cake","approve","yummy","adults"
"98","1","sarcastic","grad+subj+pos","30379","gift","approve","awesome","adults"
"99","0","declarative","grad+subj+neg","30379","bouquet","approve","messy","adults"
"100","1","sarcastic","grad+subj+neg","30379","question","approve","silly","adults"
"101","1","declarative","–grad–subj","30379","dish","approve","lobster","adults"
"102","1","sarcastic","–grad–subj","30379","shirt","approve","spotted","adults"
"103","1","declarative","grad+subj+pos","30379","story","approve","funny","adults"
"104","1","sarcastic","grad+subj+pos","30379","tool","approve","useful","adults"
"105","0","declarative","grad+subj+neg","30379","hole","approve","careless","adults"
"106","0","sarcastic","grad+subj+neg","30379","solution","approve","bossy","adults"
"107","1","declarative","–grad–subj","30379","novel","approve","fiction","adults"
"108","1","sarcastic","–grad–subj","30379","video","approve","tiktok","adults"
"109","0","declarative","grad+subj+pos","28267","cake","approve","yummy","adults"
"110","0","sarcastic","grad+subj+pos","28267","gift","approve","awesome","adults"
"111","0","declarative","grad+subj+neg","28267","bouquet","approve","messy","adults"
"112","0","sarcastic","grad+subj+neg","28267","question","approve","silly","adults"
"113","0","declarative","–grad–subj","28267","dish","approve","lobster","adults"
"114","1","sarcastic","–grad–subj","28267","shirt","approve","spotted","adults"
"115","0","declarative","grad+subj+pos","28267","story","approve","funny","adults"
"116","1","sarcastic","grad+subj+pos","28267","tool","approve","useful","adults"
"117","0","declarative","grad+subj+neg","28267","hole","approve","careless","adults"
"118","0","sarcastic","grad+subj+neg","28267","solution","approve","bossy","adults"
"119","0","declarative","–grad–subj","28267","novel","approve","fiction","adults"
"120","0","sarcastic","–grad–subj","28267","video","approve","tiktok","adults"
"121","1","declarative","grad+subj+pos","26122","cake","approve","yummy","adults"
"122","1","sarcastic","grad+subj+pos","26122","gift","approve","awesome","adults"
"123","0","declarative","grad+subj+neg","26122","bouquet","approve","messy","adults"
"124","0","sarcastic","grad+subj+neg","26122","question","approve","silly","adults"
"125","0","declarative","–grad–subj","26122","dish","approve","lobster","adults"
"126","0","sarcastic","–grad–subj","26122","shirt","approve","spotted","adults"
"127","1","declarative","grad+subj+pos","26122","story","approve","funny","adults"
"128","1","sarcastic","grad+subj+pos","26122","tool","approve","useful","adults"
"129","0","declarative","grad+subj+neg","26122","hole","approve","careless","adults"
"130","1","sarcastic","grad+subj+neg","26122","solution","approve","bossy","adults"
"131","0","declarative","–grad–subj","26122","novel","approve","fiction","adults"
"132","0","sarcastic","–grad–subj","26122","video","approve","tiktok","adults"
"133","0","declarative","grad+subj+pos","30634","cake","approve","yummy","adults"
"134","1","sarcastic","grad+subj+pos","30634","gift","approve","awesome","adults"
"135","0","declarative","grad+subj+neg","30634","bouquet","approve","messy","adults"
"136","0","sarcastic","grad+subj+neg","30634","question","approve","silly","adults"
"137","0","declarative","–grad–subj","30634","dish","approve","lobster","adults"
"138","0","sarcastic","–grad–subj","30634","shirt","approve","spotted","adults"
"139","1","declarative","grad+subj+pos","30634","story","approve","funny","adults"
"140","1","sarcastic","grad+subj+pos","30634","tool","approve","useful","adults"
"141","0","declarative","grad+subj+neg","30634","hole","approve","careless","adults"
"142","0","sarcastic","grad+subj+neg","30634","solution","approve","bossy","adults"
"143","0","declarative","–grad–subj","30634","novel","approve","fiction","adults"
"144","0","sarcastic","–grad–subj","30634","video","approve","tiktok","adults"
"145","1","declarative","grad+subj+pos","27922","cake","approve","yummy","adults"
"146","1","sarcastic","grad+subj+pos","27922","gift","approve","awesome","adults"
"147","0","declarative","grad+subj+neg","27922","bouquet","approve","messy","adults"
"148","1","sarcastic","grad+subj+neg","27922","question","approve","silly","adults"
"149","0","declarative","–grad–subj","27922","dish","approve","lobster","adults"
"150","1","sarcastic","–grad–subj","27922","shirt","approve","spotted","adults"
"151","1","declarative","grad+subj+pos","27922","story","approve","funny","adults"
"152","1","sarcastic","grad+subj+pos","27922","tool","approve","useful","adults"
"153","0","declarative","grad+subj+neg","27922","hole","approve","careless","adults"
"154","0","sarcastic","grad+subj+neg","27922","solution","approve","bossy","adults"
"155","1","declarative","–grad–subj","27922","novel","approve","fiction","adults"
"156","1","sarcastic","–grad–subj","27922","video","approve","tiktok","adults"
"157","1","declarative","grad+subj+pos","26749","cake","approve","yummy","adults"
"158","0","sarcastic","grad+subj+pos","26749","gift","approve","awesome","adults"
"159","0","declarative","grad+subj+neg","26749","bouquet","approve","messy","adults"
"160","0","sarcastic","grad+subj+neg","26749","question","approve","silly","adults"
"161","0","declarative","–grad–subj","26749","dish","approve","lobster","adults"
"162","0","sarcastic","–grad–subj","26749","shirt","approve","spotted","adults"
"163","1","declarative","grad+subj+pos","26749","story","approve","funny","adults"
"164","0","sarcastic","grad+subj+pos","26749","tool","approve","useful","adults"
"165","0","declarative","grad+subj+neg","26749","hole","approve","careless","adults"
"166","0","sarcastic","grad+subj+neg","26749","solution","approve","bossy","adults"
"167","0","declarative","–grad–subj","26749","novel","approve","fiction","adults"
"168","0","sarcastic","–grad–subj","26749","video","approve","tiktok","adults"
"169","1","declarative","grad+subj+pos","31666","cake","approve","yummy","adults"
"170","1","sarcastic","grad+subj+pos","31666","gift","approve","awesome","adults"
"171","0","declarative","grad+subj+neg","31666","bouquet","approve","messy","adults"
"172","0","sarcastic","grad+subj+neg","31666","question","approve","silly","adults"
"173","0","declarative","–grad–subj","31666","dish","approve","lobster","adults"
"174","1","sarcastic","–grad–subj","31666","shirt","approve","spotted","adults"
"175","1","declarative","grad+subj+pos","31666","story","approve","funny","adults"
"176","1","sarcastic","grad+subj+pos","31666","tool","approve","useful","adults"
"177","0","declarative","grad+subj+neg","31666","hole","approve","careless","adults"
"178","0","sarcastic","grad+subj+neg","31666","solution","approve","bossy","adults"
"179","0","declarative","–grad–subj","31666","novel","approve","fiction","adults"
"180","0","sarcastic","–grad–subj","31666","video","approve","tiktok","adults"
"181","1","declarative","grad+subj+pos","32257","cake","approve","yummy","adults"
"182","0","sarcastic","grad+subj+pos","32257","gift","approve","awesome","adults"
"183","0","declarative","grad+subj+neg","32257","bouquet","approve","messy","adults"
"184","0","sarcastic","grad+subj+neg","32257","question","approve","silly","adults"
"185","1","declarative","–grad–subj","32257","dish","approve","lobster","adults"
"186","1","sarcastic","–grad–subj","32257","shirt","approve","spotted","adults"
"187","1","declarative","grad+subj+pos","32257","story","approve","funny","adults"
"188","1","sarcastic","grad+subj+pos","32257","tool","approve","useful","adults"
"189","0","declarative","grad+subj+neg","32257","hole","approve","careless","adults"
"190","0","sarcastic","grad+subj+neg","32257","solution","approve","bossy","adults"
"191","1","declarative","–grad–subj","32257","novel","approve","fiction","adults"
"192","0","sarcastic","–grad–subj","32257","video","approve","tiktok","adults"
"193","1","declarative","grad+subj+pos","29974","cake","approve","yummy","adults"
"194","1","sarcastic","grad+subj+pos","29974","gift","approve","awesome","adults"
"195","0","declarative","grad+subj+neg","29974","bouquet","approve","messy","adults"
"196","0","sarcastic","grad+subj+neg","29974","question","approve","silly","adults"
"197","0","declarative","–grad–subj","29974","dish","approve","lobster","adults"
"198","1","sarcastic","–grad–subj","29974","shirt","approve","spotted","adults"
"199","1","declarative","grad+subj+pos","29974","story","approve","funny","adults"
"200","1","sarcastic","grad+subj+pos","29974","tool","approve","useful","adults"
"201","0","declarative","grad+subj+neg","29974","hole","approve","careless","adults"
"202","0","sarcastic","grad+subj+neg","29974","solution","approve","bossy","adults"
"203","1","declarative","–grad–subj","29974","novel","approve","fiction","adults"
"204","1","sarcastic","–grad–subj","29974","video","approve","tiktok","adults"
"205","1","declarative","grad+subj+pos","29962","cake","approve","yummy","adults"
"206","1","sarcastic","grad+subj+pos","29962","gift","approve","awesome","adults"
"207","0","declarative","grad+subj+neg","29962","bouquet","approve","messy","adults"
"208","0","sarcastic","grad+subj+neg","29962","question","approve","silly","adults"
"209","0","declarative","–grad–subj","29962","dish","approve","lobster","adults"
"210","0","sarcastic","–grad–subj","29962","shirt","approve","spotted","adults"
"211","0","declarative","grad+subj+pos","29962","story","approve","funny","adults"
"212","1","sarcastic","grad+subj+pos","29962","tool","approve","useful","adults"
"213","0","declarative","grad+subj+neg","29962","hole","approve","careless","adults"
"214","0","sarcastic","grad+subj+neg","29962","solution","approve","bossy","adults"
"215","0","declarative","–grad–subj","29962","novel","approve","fiction","adults"
"216","0","sarcastic","–grad–subj","29962","video","approve","tiktok","adults"
"217","1","declarative","grad+subj+pos","32317","cake","approve","yummy","adults"
"218","1","sarcastic","grad+subj+pos","32317","gift","approve","awesome","adults"
"219","0","declarative","grad+subj+neg","32317","bouquet","approve","messy","adults"
"220","0","sarcastic","grad+subj+neg","32317","question","approve","silly","adults"
"221","0","declarative","–grad–subj","32317","dish","approve","lobster","adults"
"222","0","sarcastic","–grad–subj","32317","shirt","approve","spotted","adults"
"223","1","declarative","grad+subj+pos","32317","story","approve","funny","adults"
"224","1","sarcastic","grad+subj+pos","32317","tool","approve","useful","adults"
"225","0","declarative","grad+subj+neg","32317","hole","approve","careless","adults"
"226","0","sarcastic","grad+subj+neg","32317","solution","approve","bossy","adults"
"227","0","declarative","–grad–subj","32317","novel","approve","fiction","adults"
"228","0","sarcastic","–grad–subj","32317","video","approve","tiktok","adults"
"229","1","declarative","grad+subj+pos","33574","cake","approve","yummy","adults"
"230","0","sarcastic","grad+subj+pos","33574","gift","approve","awesome","adults"
"231","0","declarative","grad+subj+neg","33574","bouquet","approve","messy","adults"
"232","0","sarcastic","grad+subj+neg","33574","question","approve","silly","adults"
"233","0","declarative","–grad–subj","33574","dish","approve","lobster","adults"
"234","0","sarcastic","–grad–subj","33574","shirt","approve","spotted","adults"
"235","1","declarative","grad+subj+pos","33574","story","approve","funny","adults"
"236","0","sarcastic","grad+subj+pos","33574","tool","approve","useful","adults"
"237","0","declarative","grad+subj+neg","33574","hole","approve","careless","adults"
"238","0","sarcastic","grad+subj+neg","33574","solution","approve","bossy","adults"
"239","0","declarative","–grad–subj","33574","novel","approve","fiction","adults"
"240","0","sarcastic","–grad–subj","33574","video","approve","tiktok","adults"
"241","1","declarative","grad+subj+pos","28999","cake","approve","yummy","adults"
"242","1","sarcastic","grad+subj+pos","28999","gift","approve","awesome","adults"
"243","0","declarative","grad+subj+neg","28999","bouquet","approve","messy","adults"
"244","0","sarcastic","grad+subj+neg","28999","question","approve","silly","adults"
"245","0","declarative","–grad–subj","28999","dish","approve","lobster","adults"
"246","0","sarcastic","–grad–subj","28999","shirt","approve","spotted","adults"
"247","1","declarative","grad+subj+pos","28999","story","approve","funny","adults"
"248","1","sarcastic","grad+subj+pos","28999","tool","approve","useful","adults"
"249","0","declarative","grad+subj+neg","28999","hole","approve","careless","adults"
"250","0","sarcastic","grad+subj+neg","28999","solution","approve","bossy","adults"
"251","0","declarative","–grad–subj","28999","novel","approve","fiction","adults"
"252","0","sarcastic","–grad–subj","28999","video","approve","tiktok","adults"
"253","1","declarative","grad+subj+pos","33667","cake","approve","yummy","adults"
"254","1","sarcastic","grad+subj+pos","33667","gift","approve","awesome","adults"
"255","0","declarative","grad+subj+neg","33667","bouquet","approve","messy","adults"
"256","0","sarcastic","grad+subj+neg","33667","question","approve","silly","adults"
"257","0","declarative","–grad–subj","33667","dish","approve","lobster","adults"
"258","1","sarcastic","–grad–subj","33667","shirt","approve","spotted","adults"
"259","1","declarative","grad+subj+pos","33667","story","approve","funny","adults"
"260","1","sarcastic","grad+subj+pos","33667","tool","approve","useful","adults"
"261","0","declarative","grad+subj+neg","33667","hole","approve","careless","adults"
"262","0","sarcastic","grad+subj+neg","33667","solution","approve","bossy","adults"
"263","1","declarative","–grad–subj","33667","novel","approve","fiction","adults"
"264","1","sarcastic","–grad–subj","33667","video","approve","tiktok","adults"
"265","0","declarative","grad+subj+pos","27901","cake","approve","yummy","adults"
"266","1","sarcastic","grad+subj+pos","27901","gift","approve","awesome","adults"
"267","0","declarative","grad+subj+neg","27901","bouquet","approve","messy","adults"
"268","0","sarcastic","grad+subj+neg","27901","question","approve","silly","adults"
"269","0","declarative","–grad–subj","27901","dish","approve","lobster","adults"
"270","0","sarcastic","–grad–subj","27901","shirt","approve","spotted","adults"
"271","1","declarative","grad+subj+pos","27901","story","approve","funny","adults"
"272","0","sarcastic","grad+subj+pos","27901","tool","approve","useful","adults"
"273","0","declarative","grad+subj+neg","27901","hole","approve","careless","adults"
"274","0","sarcastic","grad+subj+neg","27901","solution","approve","bossy","adults"
"275","0","declarative","–grad–subj","27901","novel","approve","fiction","adults"
"276","0","sarcastic","–grad–subj","27901","video","approve","tiktok","adults"
"277","1","declarative","grad+subj+pos","32950","cake","approve","yummy","adults"
"278","1","sarcastic","grad+subj+pos","32950","gift","approve","awesome","adults"
"279","0","declarative","grad+subj+neg","32950","bouquet","approve","messy","adults"
"280","0","sarcastic","grad+subj+neg","32950","question","approve","silly","adults"
"281","0","declarative","–grad–subj","32950","dish","approve","lobster","adults"
"282","0","sarcastic","–grad–subj","32950","shirt","approve","spotted","adults"
"283","1","declarative","grad+subj+pos","32950","story","approve","funny","adults"
"284","1","sarcastic","grad+subj+pos","32950","tool","approve","useful","adults"
"285","0","declarative","grad+subj+neg","32950","hole","approve","careless","adults"
"286","0","sarcastic","grad+subj+neg","32950","solution","approve","bossy","adults"
"287","1","declarative","–grad–subj","32950","novel","approve","fiction","adults"
"288","0","sarcastic","–grad–subj","32950","video","approve","tiktok","adults"
"289","0","declarative","grad+subj+pos","33520","cake","approve","yummy","adults"
"290","1","sarcastic","grad+subj+pos","33520","gift","approve","awesome","adults"
"291","0","declarative","grad+subj+neg","33520","bouquet","approve","messy","adults"
"292","0","sarcastic","grad+subj+neg","33520","question","approve","silly","adults"
"293","0","declarative","–grad–subj","33520","dish","approve","lobster","adults"
"294","0","sarcastic","–grad–subj","33520","shirt","approve","spotted","adults"
"295","1","declarative","grad+subj+pos","33520","story","approve","funny","adults"
"296","1","sarcastic","grad+subj+pos","33520","tool","approve","useful","adults"
"297","0","declarative","grad+subj+neg","33520","hole","approve","careless","adults"
"298","0","sarcastic","grad+subj+neg","33520","solution","approve","bossy","adults"
"299","0","declarative","–grad–subj","33520","novel","approve","fiction","adults"
"300","0","sarcastic","–grad–subj","33520","video","approve","tiktok","adults"
"301","0","declarative","grad+subj+pos","33691","cake","approve","yummy","adults"
"302","0","sarcastic","grad+subj+pos","33691","gift","approve","awesome","adults"
"303","0","declarative","grad+subj+neg","33691","bouquet","approve","messy","adults"
"304","0","sarcastic","grad+subj+neg","33691","question","approve","silly","adults"
"305","0","declarative","–grad–subj","33691","dish","approve","lobster","adults"
"306","0","sarcastic","–grad–subj","33691","shirt","approve","spotted","adults"
"307","1","declarative","grad+subj+pos","33691","story","approve","funny","adults"
"308","0","sarcastic","grad+subj+pos","33691","tool","approve","useful","adults"
"309","0","declarative","grad+subj+neg","33691","hole","approve","careless","adults"
"310","0","sarcastic","grad+subj+neg","33691","solution","approve","bossy","adults"
"311","0","declarative","–grad–subj","33691","novel","approve","fiction","adults"
"312","0","sarcastic","–grad–subj","33691","video","approve","tiktok","adults"
"313","0","sarcastic","grad+subj+pos","28969","cake","approve","yummy","adults"
"314","0","declarative","grad+subj+neg","28969","gift","approve","awful","adults"
"315","0","sarcastic","grad+subj+neg","28969","bouquet","approve","messy","adults"
"316","0","declarative","–grad–subj","28969","question","approve","review","adults"
"317","0","sarcastic","–grad–subj","28969","dish","approve","lobster","adults"
"318","1","declarative","grad+subj+pos","28969","shirt","approve","lovely","adults"
"319","1","sarcastic","grad+subj+pos","28969","story","approve","funny","adults"
"320","0","declarative","grad+subj+neg","28969","tool","approve","useless","adults"
"321","0","sarcastic","grad+subj+neg","28969","hole","approve","careless","adults"
"322","0","declarative","–grad–subj","28969","solution","approve","partial","adults"
"323","0","sarcastic","–grad–subj","28969","novel","approve","fiction","adults"
"324","1","declarative","grad+subj+pos","28969","video","approve","witty","adults"
"325","0","sarcastic","grad+subj+pos","31981","cake","approve","yummy","adults"
"326","0","declarative","grad+subj+neg","31981","gift","approve","awful","adults"
"327","0","sarcastic","grad+subj+neg","31981","bouquet","approve","messy","adults"
"328","0","declarative","–grad–subj","31981","question","approve","review","adults"
"329","0","sarcastic","–grad–subj","31981","dish","approve","lobster","adults"
"330","1","declarative","grad+subj+pos","31981","shirt","approve","lovely","adults"
"331","0","sarcastic","grad+subj+pos","31981","story","approve","funny","adults"
"332","0","declarative","grad+subj+neg","31981","tool","approve","useless","adults"
"333","0","sarcastic","grad+subj+neg","31981","hole","approve","careless","adults"
"334","0","declarative","–grad–subj","31981","solution","approve","partial","adults"
"335","0","sarcastic","–grad–subj","31981","novel","approve","fiction","adults"
"336","1","declarative","grad+subj+pos","31981","video","approve","witty","adults"
"337","1","sarcastic","grad+subj+pos","33424","cake","approve","yummy","adults"
"338","0","declarative","grad+subj+neg","33424","gift","approve","awful","adults"
"339","1","sarcastic","grad+subj+neg","33424","bouquet","approve","messy","adults"
"340","0","declarative","–grad–subj","33424","question","approve","review","adults"
"341","0","sarcastic","–grad–subj","33424","dish","approve","lobster","adults"
"342","1","declarative","grad+subj+pos","33424","shirt","approve","lovely","adults"
"343","1","sarcastic","grad+subj+pos","33424","story","approve","funny","adults"
"344","0","declarative","grad+subj+neg","33424","tool","approve","useless","adults"
"345","0","sarcastic","grad+subj+neg","33424","hole","approve","careless","adults"
"346","1","declarative","–grad–subj","33424","solution","approve","partial","adults"
"347","0","sarcastic","–grad–subj","33424","novel","approve","fiction","adults"
"348","0","declarative","grad+subj+pos","33424","video","approve","witty","adults"
"349","0","sarcastic","grad+subj+pos","26572","cake","approve","yummy","adults"
"350","0","declarative","grad+subj+neg","26572","gift","approve","awful","adults"
"351","0","sarcastic","grad+subj+neg","26572","bouquet","approve","messy","adults"
"352","0","declarative","–grad–subj","26572","question","approve","review","adults"
"353","0","sarcastic","–grad–subj","26572","dish","approve","lobster","adults"
"354","1","declarative","grad+subj+pos","26572","shirt","approve","lovely","adults"
"355","0","sarcastic","grad+subj+pos","26572","story","approve","funny","adults"
"356","0","declarative","grad+subj+neg","26572","tool","approve","useless","adults"
"357","0","sarcastic","grad+subj+neg","26572","hole","approve","careless","adults"
"358","0","declarative","–grad–subj","26572","solution","approve","partial","adults"
"359","0","sarcastic","–grad–subj","26572","novel","approve","fiction","adults"
"360","1","declarative","grad+subj+pos","26572","video","approve","witty","adults"
"361","1","sarcastic","grad+subj+pos","32821","cake","approve","yummy","adults"
"362","0","declarative","grad+subj+neg","32821","gift","approve","awful","adults"
"363","1","sarcastic","grad+subj+neg","32821","bouquet","approve","messy","adults"
"364","1","declarative","–grad–subj","32821","question","approve","review","adults"
"365","1","sarcastic","–grad–subj","32821","dish","approve","lobster","adults"
"366","1","declarative","grad+subj+pos","32821","shirt","approve","lovely","adults"
"367","1","sarcastic","grad+subj+pos","32821","story","approve","funny","adults"
"368","0","declarative","grad+subj+neg","32821","tool","approve","useless","adults"
"369","0","sarcastic","grad+subj+neg","32821","hole","approve","careless","adults"
"370","0","declarative","–grad–subj","32821","solution","approve","partial","adults"
"371","1","sarcastic","–grad–subj","32821","novel","approve","fiction","adults"
"372","1","declarative","grad+subj+pos","32821","video","approve","witty","adults"
"373","1","sarcastic","grad+subj+pos","31939","cake","approve","yummy","adults"
"374","0","declarative","grad+subj+neg","31939","gift","approve","awful","adults"
"375","0","sarcastic","grad+subj+neg","31939","bouquet","approve","messy","adults"
"376","0","declarative","–grad–subj","31939","question","approve","review","adults"
"377","0","sarcastic","–grad–subj","31939","dish","approve","lobster","adults"
"378","1","declarative","grad+subj+pos","31939","shirt","approve","lovely","adults"
"379","1","sarcastic","grad+subj+pos","31939","story","approve","funny","adults"
"380","0","declarative","grad+subj+neg","31939","tool","approve","useless","adults"
"381","0","sarcastic","grad+subj+neg","31939","hole","approve","careless","adults"
"382","0","declarative","–grad–subj","31939","solution","approve","partial","adults"
"383","0","sarcastic","–grad–subj","31939","novel","approve","fiction","adults"
"384","0","declarative","grad+subj+pos","31939","video","approve","witty","adults"
"385","1","sarcastic","grad+subj+pos","30571","cake","approve","yummy","adults"
"386","0","declarative","grad+subj+neg","30571","gift","approve","awful","adults"
"387","0","sarcastic","grad+subj+neg","30571","bouquet","approve","messy","adults"
"388","0","declarative","–grad–subj","30571","question","approve","review","adults"
"389","0","sarcastic","–grad–subj","30571","dish","approve","lobster","adults"
"390","1","declarative","grad+subj+pos","30571","shirt","approve","lovely","adults"
"391","1","sarcastic","grad+subj+pos","30571","story","approve","funny","adults"
"392","0","declarative","grad+subj+neg","30571","tool","approve","useless","adults"
"393","0","sarcastic","grad+subj+neg","30571","hole","approve","careless","adults"
"394","0","declarative","–grad–subj","30571","solution","approve","partial","adults"
"395","0","sarcastic","–grad–subj","30571","novel","approve","fiction","adults"
"396","1","declarative","grad+subj+pos","30571","video","approve","witty","adults"
"397","1","sarcastic","grad+subj+pos","33115","cake","approve","yummy","adults"
"398","0","declarative","grad+subj+neg","33115","gift","approve","awful","adults"
